,Unnamed: 0,workerId,chain,generation,level,arrayTraining,encodingCorrected,nounsUser,prepsUser,seenInTraining,Grammar_HInitial-noCE.m.Left.r.Atop,Grammar_HInitial-noCE.m.Atop.r.Left,Grammar_HInitial-noCE.m.Left.r.Under,Grammar_HInitial-noCE.m.Atop.r.Right,Grammar_HInitial-noCE.m.Right.r.Atop,Grammar_HInitial-noCE.m.Under.r.Left,Grammar_HInitial-noCE.m.Right.r.Under,Grammar_HInitial-noCE.m.Under.r.Right,Grammar_HFinal-noCE.m.Left.r.Atop,Grammar_HFinal-noCE.m.Atop.r.Left,Grammar_HFinal-noCE.m.Left.r.Under,Grammar_HFinal-noCE.m.Atop.r.Right,Grammar_HFinal-noCE.m.Right.r.Atop,Grammar_HFinal-noCE.m.Under.r.Left,Grammar_HFinal-noCE.m.Right.r.Under,Grammar_HFinal-noCE.m.Under.r.Right,Grammar_HInitial-CE.m.Left.r.Atop,Grammar_HInitial-CE.m.Atop.r.Left,Grammar_HInitial-CE.m.Left.r.Under,Grammar_HInitial-CE.m.Atop.r.Right,Grammar_HInitial-CE.m.Right.r.Atop,Grammar_HInitial-CE.m.Under.r.Left,Grammar_HInitial-CE.m.Right.r.Under,Grammar_HInitial-CE.m.Under.r.Right,Grammar_HFinal-CE.m.Left.r.Atop,Grammar_HFinal-CE.m.Atop.r.Left,Grammar_HFinal-CE.m.Left.r.Under,Grammar_HFinal-CE.m.Atop.r.Right,Grammar_HFinal-CE.m.Right.r.Atop,Grammar_HFinal-CE.m.Under.r.Left,Grammar_HFinal-CE.m.Right.r.Under,Grammar_HFinal-CE.m.Under.r.Right,Grammar_HInitial-Crossed-PreP.m.Left.r.Atop,Grammar_HInitial-Crossed-PreP.m.Atop.r.Left,Grammar_HInitial-Crossed-PreP.m.Left.r.Under,Grammar_HInitial-Crossed-PreP.m.Atop.r.Right,Grammar_HInitial-Crossed-PreP.m.Right.r.Atop,Grammar_HInitial-Crossed-PreP.m.Under.r.Left,Grammar_HInitial-Crossed-PreP.m.Right.r.Under,Grammar_HInitial-Crossed-PreP.m.Under.r.Right,Grammar_HInitial-Crossed-PostP.m.Left.r.Atop,Grammar_HInitial-Crossed-PostP.m.Atop.r.Left,Grammar_HInitial-Crossed-PostP.m.Left.r.Under,Grammar_HInitial-Crossed-PostP.m.Atop.r.Right,Grammar_HInitial-Crossed-PostP.m.Right.r.Atop,Grammar_HInitial-Crossed-PostP.m.Under.r.Left,Grammar_HInitial-Crossed-PostP.m.Right.r.Under,Grammar_HInitial-Crossed-PostP.m.Under.r.Right,Grammar_HFinal-Crossed-PreP.m.Left.r.Atop,Grammar_HFinal-Crossed-PreP.m.Atop.r.Left,Grammar_HFinal-Crossed-PreP.m.Left.r.Under,Grammar_HFinal-Crossed-PreP.m.Atop.r.Right,Grammar_HFinal-Crossed-PreP.m.Right.r.Atop,Grammar_HFinal-Crossed-PreP.m.Under.r.Left,Grammar_HFinal-Crossed-PreP.m.Right.r.Under,Grammar_HFinal-Crossed-PreP.m.Under.r.Right,Grammar_HFinal-Crossed-PostP.m.Left.r.Atop,Grammar_HFinal-Crossed-PostP.m.Atop.r.Left,Grammar_HFinal-Crossed-PostP.m.Left.r.Under,Grammar_HFinal-Crossed-PostP.m.Atop.r.Right,Grammar_HFinal-Crossed-PostP.m.Right.r.Atop,Grammar_HFinal-Crossed-PostP.m.Under.r.Left,Grammar_HFinal-Crossed-PostP.m.Right.r.Under,Grammar_HFinal-Crossed-PostP.m.Under.r.Right
1637,3516,A44,C,3,3,"[1,[[[0,1],[3]]]]",trkrtmv,ktsv,mr,False,trkmtrv,tmkmtmv,vrkmtrt,vmkmtmt,trtmkrv,tmtmkmv,vrtmkrt,vmtmkmt,vrtmkrt,vmtmkmt,trtmkrv,tmtmkmv,vrkmtrt,vmkmtmt,trkmtrv,tmkmtmv,tktvrmr,tktvmmm,vkttrmr,vkttmmm,ttkvrmr,ttkvmmm,vtktrmr,vtktmmm,rmrvtkt,mmmvtkt,rmrttkv,mmmttkv,rmrvktt,mmmvktt,rmrtktv,mmmtktv,rmrtktv,mmmtktv,rmrvktt,mmmvktt,rmrttkv,mmmttkv,rmrvtkt,mmmvtkt,tktvrmr,tktvmmm,vkttrmr,vkttmmm,ttkvrmr,ttkvmmm,vtktrmr,vtktmmm,rmrvtkt,mmmvtkt,rmrttkv,mmmttkv,rmrvktt,mmmvktt,rmrtktv,mmmtktv,vtktrmr,vtktmmm,ttkvrmr,ttkvmmm,vkttrmr,vkttmmm,tktvrmr,tktvmmm
1639,3518,A44,C,3,3,"[[[1,1],2],1]",trtrsrt,ktsv,mr,False,tmtmsmt,trtmsrt,tmtmsmt,trtmsrt,tmsmtmt,trsmtrt,tmsmtmt,trsmtrt,tmsmtmt,trsmtrt,tmsmtmt,trsmtrt,tmtmsmt,trtmsrt,tmtmsmt,trtmsrt,ttstmmm,ttstrmr,ttstmmm,ttstrmr,tsttmmm,tsttrmr,tsttmmm,tsttrmr,mmmtstt,rmrtstt,mmmtstt,rmrtstt,mmmttst,rmrttst,mmmttst,rmrttst,mmmttst,rmrttst,mmmttst,rmrttst,mmmtstt,rmrtstt,mmmtstt,rmrtstt,ttstmmm,ttstrmr,ttstmmm,ttstrmr,tsttmmm,tsttrmr,tsttmmm,tsttrmr,mmmtstt,rmrtstt,mmmtstt,rmrtstt,mmmttst,rmrttst,mmmttst,rmrttst,tsttmmm,tsttrmr,tsttmmm,tsttrmr,ttstmmm,ttstrmr,ttstmmm,ttstrmr
1654,3573,A45,A,6,1,"[2,[2]]",vkv,msvt,kr,False,vrv,vkv,vrv,vkv,vrv,vkv,vrv,vkv,vrv,vkv,vrv,vkv,vrv,vkv,vrv,vkv,vvr,vvk,vvr,vvk,vvr,vvk,vvr,vvk,rvv,kvv,rvv,kvv,rvv,kvv,rvv,kvv,rvv,kvv,rvv,kvv,rvv,kvv,rvv,kvv,vvr,vvk,vvr,vvk,vvr,vvk,vvr,vvk,rvv,kvv,rvv,kvv,rvv,kvv,rvv,kvv,vvr,vvk,vvr,vvk,vvr,vvk,vvr,vvk
1653,3572,A45,A,6,1,"[0,1]",mks,msvt,kr,False,mks,mrs,mks,mrs,skm,srm,skm,srm,skm,srm,skm,srm,mks,mrs,mks,mrs,msk,msr,msk,msr,smk,smr,smk,smr,ksm,rsm,ksm,rsm,kms,rms,kms,rms,kms,rms,kms,rms,ksm,rsm,ksm,rsm,msk,msr,msk,msr,smk,smr,smk,smr,ksm,rsm,ksm,rsm,kms,rms,kms,rms,smk,smr,smk,smr,msk,msr,msk,msr
1652,3571,A45,A,6,1,"[2,0]",vkm,msvt,kr,False,vkm,vrm,vkm,vrm,mkv,mrv,mkv,mrv,mkv,mrv,mkv,mrv,vkm,vrm,vkm,vrm,vmk,vmr,vmk,vmr,mvk,mvr,mvk,mvr,kmv,rmv,kmv,rmv,kvm,rvm,kvm,rvm,kvm,rvm,kvm,rvm,kmv,rmv,kmv,rmv,vmk,vmr,vmk,vmr,mvk,mvr,mvk,mvr,kmv,rmv,kmv,rmv,kvm,rvm,kvm,rvm,mvk,mvr,mvk,mvr,vmk,vmr,vmk,vmr
1651,3570,A45,A,6,1,"[3,[2]]",trv,msvt,kr,True,trv,tkv,vrt,vkt,trv,tkv,vrt,vkt,vrt,vkt,trv,tkv,vrt,vkt,trv,tkv,tvr,tvk,vtr,vtk,tvr,tvk,vtr,vtk,rvt,kvt,rtv,ktv,rvt,kvt,rtv,ktv,rtv,ktv,rvt,kvt,rtv,ktv,rvt,kvt,tvr,tvk,vtr,vtk,tvr,tvk,vtr,vtk,rvt,kvt,rtv,ktv,rvt,kvt,rtv,ktv,vtr,vtk,tvr,tvk,vtr,vtk,tvr,tvk
1650,3569,A45,A,6,1,"[2,[0]]",vrm,msvt,kr,True,vrm,vkm,mrv,mkv,vrm,vkm,mrv,mkv,mrv,mkv,vrm,vkm,mrv,mkv,vrm,vkm,vmr,vmk,mvr,mvk,vmr,vmk,mvr,mvk,rmv,kmv,rvm,kvm,rmv,kmv,rvm,kvm,rvm,kvm,rmv,kmv,rvm,kvm,rmv,kmv,vmr,vmk,mvr,mvk,vmr,vmk,mvr,mvk,rmv,kmv,rvm,kvm,rmv,kmv,rvm,kvm,mvr,mvk,vmr,vmk,mvr,mvk,vmr,vmk
1649,3568,A45,A,6,1,"[1,[3]]",srt,msvt,kr,True,srt,skt,trs,tks,srt,skt,trs,tks,trs,tks,srt,skt,trs,tks,srt,skt,str,stk,tsr,tsk,str,stk,tsr,tsk,rts,kts,rst,kst,rts,kts,rst,kst,rst,kst,rts,kts,rst,kst,rts,kts,str,stk,tsr,tsk,str,stk,tsr,tsk,rts,kts,rst,kst,rts,kts,rst,kst,tsr,tsk,str,stk,tsr,tsk,str,stk
1648,3567,A45,A,6,1,"[1,2]",skv,msvt,kr,True,skv,srv,skv,srv,vks,vrs,vks,vrs,vks,vrs,vks,vrs,skv,srv,skv,srv,svk,svr,svk,svr,vsk,vsr,vsk,vsr,kvs,rvs,kvs,rvs,ksv,rsv,ksv,rsv,ksv,rsv,ksv,rsv,kvs,rvs,kvs,rvs,svk,svr,svk,svr,vsk,vsr,vsk,vsr,kvs,rvs,kvs,rvs,ksv,rsv,ksv,rsv,vsk,vsr,vsk,vsr,svk,svr,svk,svr
1673,3592,A45,A,6,3,"[[0,[1,2]],[3]]",mkskvrt,msvt,kr,False,mkskvrt,mksrvkt,trmkskv,tkmksrv,vkskmrt,vrskmkt,trvkskm,tkvrskm,trvkskm,tkvrskm,vkskmrt,vrskmkt,trmkskv,tkmksrv,mkskvrt,mksrvkt,msvtrkk,msvtkrk,tmsvkkr,tmsvrkk,vsmtrkk,vsmtkkr,tvsmkkr,tvsmkrk,kkrtvsm,krktvsm,rkkvsmt,kkrvsmt,kkrtmsv,rkktmsv,rkkmsvt,krkmsvt,kkrmsvt,krkmsvt,rkktmsv,kkrtmsv,kkrvsmt,rkkvsmt,rkktvsm,krktvsm,msvtkkr,msvtkrk,tmsvrkk,tmsvkkr,vsmtkkr,vsmtrkk,tvsmrkk,tvsmkrk,rkktvsm,krktvsm,kkrvsmt,rkkvsmt,rkktmsv,kkrtmsv,kkrmsvt,krkmsvt,tvsmrkk,tvsmkrk,vsmtkkr,vsmtrkk,tmsvrkk,tmsvkkr,msvtkkr,msvtkrk
1646,3565,A45,A,6,1,"[2,3]",vkt,msvt,kr,True,vkt,vrt,vkt,vrt,tkv,trv,tkv,trv,tkv,trv,tkv,trv,vkt,vrt,vkt,vrt,vtk,vtr,vtk,vtr,tvk,tvr,tvk,tvr,ktv,rtv,ktv,rtv,kvt,rvt,kvt,rvt,kvt,rvt,kvt,rvt,ktv,rtv,ktv,rtv,vtk,vtr,vtk,vtr,tvk,tvr,tvk,tvr,ktv,rtv,ktv,rtv,kvt,rvt,kvt,rvt,tvk,tvr,tvk,tvr,vtk,vtr,vtk,vtr
1645,3564,A45,A,6,1,"[1,[1]]",srs,msvt,kr,True,srs,sks,srs,sks,srs,sks,srs,sks,srs,sks,srs,sks,srs,sks,srs,sks,ssr,ssk,ssr,ssk,ssr,ssk,ssr,ssk,rss,kss,rss,kss,rss,kss,rss,kss,rss,kss,rss,kss,rss,kss,rss,kss,ssr,ssk,ssr,ssk,ssr,ssk,ssr,ssk,rss,kss,rss,kss,rss,kss,rss,kss,ssr,ssk,ssr,ssk,ssr,ssk,ssr,ssk
1644,3563,A45,A,6,1,"[1,3]",skt,msvt,kr,True,skt,srt,skt,srt,tks,trs,tks,trs,tks,trs,tks,trs,skt,srt,skt,srt,stk,str,stk,str,tsk,tsr,tsk,tsr,kts,rts,kts,rts,kst,rst,kst,rst,kst,rst,kst,rst,kts,rts,kts,rts,stk,str,stk,str,tsk,tsr,tsk,tsr,kts,rts,kts,rts,kst,rst,kst,rst,tsk,tsr,tsk,tsr,stk,str,stk,str
1643,3562,A45,A,6,0,3,t,msvt,kr,True,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t
1642,3561,A45,A,6,0,2,v,msvt,kr,True,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v
1641,3560,A45,A,6,0,1,s,msvt,kr,True,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
1640,3559,A45,A,6,0,0,m,msvt,kr,True,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m
1655,3574,A45,A,6,1,"[2,2]",vkv,msvt,kr,False,vkv,vrv,vkv,vrv,vkv,vrv,vkv,vrv,vkv,vrv,vkv,vrv,vkv,vrv,vkv,vrv,vvk,vvr,vvk,vvr,vvk,vvr,vvk,vvr,kvv,rvv,kvv,rvv,kvv,rvv,kvv,rvv,kvv,rvv,kvv,rvv,kvv,rvv,kvv,rvv,vvk,vvr,vvk,vvr,vvk,vvr,vvk,vvr,kvv,rvv,kvv,rvv,kvv,rvv,kvv,rvv,vvk,vvr,vvk,vvr,vvk,vvr,vvk,vvr
1647,3566,A45,A,6,1,"[0,2]",mkv,msvt,kr,True,mkv,mrv,mkv,mrv,vkm,vrm,vkm,vrm,vkm,vrm,vkm,vrm,mkv,mrv,mkv,mrv,mvk,mvr,mvk,mvr,vmk,vmr,vmk,vmr,kvm,rvm,kvm,rvm,kmv,rmv,kmv,rmv,kmv,rmv,kmv,rmv,kvm,rvm,kvm,rvm,mvk,mvr,mvk,mvr,vmk,vmr,vmk,vmr,kvm,rvm,kvm,rvm,kmv,rmv,kmv,rmv,vmk,vmr,vmk,vmr,mvk,mvr,mvk,mvr
1656,3575,A45,A,6,2,"[[1,[2]],0]",srvkm,msvt,kr,True,srvkm,srvrm,vrskm,vrsrm,mksrv,mrsrv,mkvrs,mrvrs,mkvrs,mrvrs,mksrv,mrsrv,vrskm,vrsrm,srvkm,srvrm,svmkr,svmrr,vsmkr,vsmrr,msvrk,msvrr,mvsrk,mvsrr,rkmvs,rrmvs,rkmsv,rrmsv,krvsm,rrvsm,krsvm,rrsvm,rksvm,rrsvm,rkvsm,rrvsm,krmsv,rrmsv,krmvs,rrmvs,svmrk,svmrr,vsmrk,vsmrr,msvkr,msvrr,mvskr,mvsrr,krmvs,rrmvs,krmsv,rrmsv,rkvsm,rrvsm,rksvm,rrsvm,mvskr,mvsrr,msvkr,msvrr,vsmrk,vsmrr,svmrk,svmrr
1657,3576,A45,A,6,2,"[[3,[2]],1]",trvks,msvt,kr,True,trvks,trvrs,vrtks,vrtrs,sktrv,srtrv,skvrt,srvrt,skvrt,srvrt,sktrv,srtrv,vrtks,vrtrs,trvks,trvrs,tvskr,tvsrr,vtskr,vtsrr,stvrk,stvrr,svtrk,svtrr,rksvt,rrsvt,rkstv,rrstv,krvts,rrvts,krtvs,rrtvs,rktvs,rrtvs,rkvts,rrvts,krstv,rrstv,krsvt,rrsvt,tvsrk,tvsrr,vtsrk,vtsrr,stvkr,stvrr,svtkr,svtrr,krsvt,rrsvt,krstv,rrstv,rkvts,rrvts,rktvs,rrtvs,svtkr,svtrr,stvkr,stvrr,vtsrk,vtsrr,tvsrk,tvsrr
1676,3595,A45,A,6,3,"[[0,[2,[0]]],[1]]",mkvrmrs,msvt,kr,False,mkvrmrs,mkvkmks,srmkmrv,skmkmkv,vrmkmrs,vkmkmks,srmrvkm,skmkvkm,srmrvkm,skmkvkm,vrmkmrs,vkmkmks,srmkmrv,skmkmkv,mkvrmrs,mkvkmks,mvmsrrk,mvmskkk,smmvrkr,smmvkkk,vmmsrkr,vmmskkk,smvmkrr,smvmkkk,krrsmvm,kkksmvm,rkrvmms,kkkvmms,rkrsmmv,kkksmmv,rrkmvms,kkkmvms,krrmvms,kkkmvms,rkrsmmv,kkksmmv,rkrvmms,kkkvmms,rrksmvm,kkksmvm,mvmskrr,mvmskkk,smmvrkr,smmvkkk,vmmsrkr,vmmskkk,smvmrrk,smvmkkk,rrksmvm,kkksmvm,rkrvmms,kkkvmms,rkrsmmv,kkksmmv,krrmvms,kkkmvms,smvmrrk,smvmkkk,vmmsrkr,vmmskkk,smmvrkr,smmvkkk,mvmskrr,mvmskkk
1672,3591,A45,A,6,3,"[0,[[3,[2]],[2]]]",mktrvrv,msvt,kr,False,mktrvrv,mrtkvrv,mkvrvrt,mrvrvkt,trvrvkm,tkvrvrm,vrvrtkm,vrvktrm,vrvrtkm,vrvktrm,trvrvkm,tkvrvrm,mkvrvrt,mrvrvkt,mktrvrv,mrtkvrv,mtvvrrk,mtvvrkr,mvvtrrk,mvvtkrr,tvvmkrr,tvvmrrk,vvtmkrr,vvtmrkr,krrvvtm,rkrvvtm,krrtvvm,rrktvvm,rrkmvvt,krrmvvt,rrkmtvv,rkrmtvv,krrmtvv,rkrmtvv,krrmvvt,rrkmvvt,rrktvvm,krrtvvm,rrkvvtm,rkrvvtm,mtvvkrr,mtvvrkr,mvvtkrr,mvvtrrk,tvvmrrk,tvvmkrr,vvtmrrk,vvtmrkr,rrkvvtm,rkrvvtm,rrktvvm,krrtvvm,krrmvvt,rrkmvvt,krrmtvv,rkrmtvv,vvtmrrk,vvtmrkr,tvvmrrk,tvvmkrr,mvvtkrr,mvvtrrk,mtvvkrr,mtvvrkr
1671,3590,A45,A,6,3,"[3,[0,[[1,1]]]]",ttkmmrs,msvt,kr,False,tkmrsks,trmrsks,tksksrm,trsksrm,mrskskt,mrsksrt,sksrmkt,sksrmrt,sksrmkt,sksrmrt,mrskskt,mrsksrt,tksksrm,trsksrm,tkmrsks,trmrsks,tmsskrk,tmsskrr,tssmrkk,tssmrkr,msstkkr,msstrkr,ssmtkrk,ssmtrrk,krkssmt,rrkssmt,kkrmsst,rkrmsst,rkktssm,rkrtssm,krktmss,krrtmss,krktmss,rrktmss,kkrtssm,rkrtssm,rkkmsst,rkrmsst,krkssmt,krrssmt,tmsskrk,tmssrrk,tssmkkr,tssmrkr,msstrkk,msstrkr,ssmtkrk,ssmtkrr,krkssmt,krrssmt,rkkmsst,rkrmsst,kkrtssm,rkrtssm,krktmss,rrktmss,ssmtkrk,ssmtkrr,msstrkk,msstrkr,tssmkkr,tssmrkr,tmsskrk,tmssrrk
1670,3589,A45,A,6,3,"[0,[[0,1],[1]]]",mmkmksr,msvt,kr,False,mkmksrs,mrmrsrs,mksrmks,mrsrmrs,skmrskm,srmrsrm,srskmkm,srsrmrm,srskmkm,srsrmrm,skmrskm,srmrsrm,mksrmks,mrsrmrs,mkmksrs,mrmrsrs,mmssrkk,mmssrrr,msmskrk,msmsrrr,smsmkrk,smsmrrr,ssmmkkr,ssmmrrr,kkrssmm,rrrssmm,krksmsm,rrrsmsm,krkmsms,rrrmsms,rkkmmss,rrrmmss,kkrmmss,rrrmmss,krkmsms,rrrmsms,krksmsm,rrrsmsm,rkkssmm,rrrssmm,mmsskkr,mmssrrr,msmskrk,msmsrrr,smsmkrk,smsmrrr,ssmmrkk,ssmmrrr,rkkssmm,rrrssmm,krksmsm,rrrsmsm,krkmsms,rrrmsms,kkrmmss,rrrmmss,ssmmrkk,ssmmrrr,smsmkrk,smsmrrr,msmskrk,msmsrrr,mmsskkr,mmssrrr
1669,3588,A45,A,6,3,"[2,[[2,[1,[3]]]]]",vrvksss,msvt,kr,False,vrvksrt,vkvrsrt,vktrsrv,vrtrskv,vrsrtkv,vksrtrv,trskvrv,trsrvkv,trskvrv,trsrvkv,vrsrtkv,vksrtrv,vktrsrv,vrtrskv,vrvksrt,vkvrsrt,vvstrkr,vvstrrk,vtsvrrk,vtsvkrr,vstvkrr,vstvrrk,tsvvrkr,tsvvkrr,rkrtsvv,krrtsvv,krrvstv,rrkvstv,rrkvtsv,krrvtsv,rkrvvst,rrkvvst,rkrvvst,krrvvst,krrvtsv,rrkvtsv,rrkvstv,krrvstv,rkrtsvv,rrktsvv,vvstrkr,vvstkrr,vtsvkrr,vtsvrrk,vstvrrk,vstvkrr,tsvvrkr,tsvvrrk,rkrtsvv,rrktsvv,rrkvstv,krrvstv,krrvtsv,rrkvtsv,rkrvvst,krrvvst,tsvvrkr,tsvvrrk,vstvrrk,vstvkrr,vtsvkrr,vtsvrrk,vvstrkr,vvstkrr
1668,3587,A45,A,6,3,"[0,[[[2,[1]],0]]]",rrsmmvs,msvt,kr,False,mrvrskm,mkvrsrm,srvkmrm,srvrmkm,mrmkvrs,mkmrvrs,mksrvrm,mrsrvkm,mksrvrm,mrsrvkm,mrmkvrs,mkmrvrs,srvkmrm,srvrmkm,mrvrskm,mkvrsrm,mvsmkrr,mvsmrrk,svmmrkr,svmmkrr,mmvsrkr,mmvsrrk,msvmrrk,msvmkrr,rrkmsvm,krrmsvm,rkrmmvs,rrkmmvs,rkrsvmm,krrsvmm,krrmvsm,rrkmvsm,rrkmvsm,krrmvsm,rkrsvmm,rrksvmm,rkrmmvs,krrmmvs,krrmsvm,rrkmsvm,mvsmrrk,mvsmkrr,svmmrkr,svmmrrk,mmvsrkr,mmvskrr,msvmkrr,msvmrrk,krrmsvm,rrkmsvm,rkrmmvs,krrmmvs,rkrsvmm,rrksvmm,rrkmvsm,krrmvsm,msvmkrr,msvmrrk,mmvsrkr,mmvskrr,svmmrkr,svmmrrk,mvsmrrk,mvsmkrr
1667,3586,A45,A,6,2,"[1,[3,3]]",skttt,msvt,kr,False,sktkt,srtkt,sktkt,srtkt,tktks,tktrs,tktks,tktrs,tktks,tktrs,tktks,tktrs,sktkt,srtkt,sktkt,srtkt,sttkk,sttkr,sttkk,sttkr,ttskk,ttsrk,ttskk,ttsrk,kktts,rktts,kktts,rktts,kkstt,krstt,kkstt,krstt,kkstt,rkstt,kkstt,rkstt,kktts,krtts,kktts,krtts,sttkk,sttrk,sttkk,sttrk,ttskk,ttskr,ttskk,ttskr,kktts,krtts,kktts,krtts,kkstt,rkstt,kkstt,rkstt,ttskk,ttskr,ttskk,ttskr,sttkk,sttrk,sttkk,sttrk
1674,3593,A45,A,6,3,"[[[2,[1]],[3]],[2]]",vrsrtrv,msvt,kr,False,vrsrtrv,vksrtkv,vrtrsrv,vktrskv,vrsrtrv,vksrtkv,vrtrsrv,vktrskv,vrtrsrv,vktrskv,vrsrtrv,vksrtkv,vrtrsrv,vktrskv,vrsrtrv,vksrtkv,vstvrrr,vstvkrk,vtsvrrr,vtsvkrk,vstvrrr,vstvkrk,vtsvrrr,vtsvkrk,rrrvtsv,krkvtsv,rrrvstv,krkvstv,rrrvtsv,krkvtsv,rrrvstv,krkvstv,rrrvstv,krkvstv,rrrvtsv,krkvtsv,rrrvstv,krkvstv,rrrvtsv,krkvtsv,vstvrrr,vstvkrk,vtsvrrr,vtsvkrk,vstvrrr,vstvkrk,vtsvrrr,vtsvkrk,rrrvtsv,krkvtsv,rrrvstv,krkvstv,rrrvtsv,krkvtsv,rrrvstv,krkvstv,vtsvrrr,vtsvkrk,vstvrrr,vstvkrk,vtsvrrr,vtsvkrk,vstvrrr,vstvkrk
1666,3585,A45,A,6,2,"[[3,[3]],[2]]",trtrv,msvt,kr,False,trtrv,trtkv,vrtrt,vktrt,trtrv,trtkv,vrtrt,vktrt,vrtrt,vktrt,trtrv,trtkv,vrtrt,vktrt,trtrv,trtkv,ttvrr,ttvkr,vttrr,vttrk,ttvrr,ttvkr,vttrr,vttrk,rrvtt,rkvtt,rrttv,krttv,rrvtt,rkvtt,rrttv,krttv,rrttv,rkttv,rrvtt,krvtt,rrttv,rkttv,rrvtt,krvtt,ttvrr,ttvrk,vttrr,vttkr,ttvrr,ttvrk,vttrr,vttkr,rrvtt,krvtt,rrttv,rkttv,rrvtt,krvtt,rrttv,rkttv,vttrr,vttkr,ttvrr,ttvrk,vttrr,vttkr,ttvrr,ttvrk
1664,3583,A45,A,6,2,"[1,[2,[2]]]",skvrv,msvt,kr,False,skvrv,srvrv,skvrv,srvrv,vrvks,vrvrs,vrvks,vrvrs,vrvks,vrvrs,vrvks,vrvrs,skvrv,srvrv,skvrv,srvrv,svvrk,svvrr,svvrk,svvrr,vvskr,vvsrr,vvskr,vvsrr,krvvs,rrvvs,krvvs,rrvvs,rksvv,rrsvv,rksvv,rrsvv,krsvv,rrsvv,krsvv,rrsvv,rkvvs,rrvvs,rkvvs,rrvvs,svvkr,svvrr,svvkr,svvrr,vvsrk,vvsrr,vvsrk,vvsrr,rkvvs,rrvvs,rkvvs,rrvvs,krsvv,rrsvv,krsvv,rrsvv,vvsrk,vvsrr,vvsrk,vvsrr,svvkr,svvrr,svvkr,svvrr
1663,3582,A45,A,6,2,"[[1,1],[3]]",ssrtt,msvt,kr,True,sksrt,skskt,trsks,tksks,sksrt,skskt,trsks,tksks,trsks,tksks,sksrt,skskt,trsks,tksks,sksrt,skskt,sstrk,sstkk,tsskr,tsskk,sstrk,sstkk,tsskr,tsskk,krtss,kktss,rksst,kksst,krtss,kktss,rksst,kksst,krsst,kksst,rktss,kktss,krsst,kksst,rktss,kktss,sstkr,sstkk,tssrk,tsskk,sstkr,sstkk,tssrk,tsskk,rktss,kktss,krsst,kksst,rktss,kktss,krsst,kksst,tssrk,tsskk,sstkr,sstkk,tssrk,tsskk,sstkr,sstkk
1662,3581,A45,A,6,2,"[[0,[0]],1]",mrmks,msvt,kr,True,mrmks,mrmrs,mrmks,mrmrs,skmrm,srmrm,skmrm,srmrm,skmrm,srmrm,skmrm,srmrm,mrmks,mrmrs,mrmks,mrmrs,mmskr,mmsrr,mmskr,mmsrr,smmrk,smmrr,smmrk,smmrr,rksmm,rrsmm,rksmm,rrsmm,krmms,rrmms,krmms,rrmms,rkmms,rrmms,rkmms,rrmms,krsmm,rrsmm,krsmm,rrsmm,mmsrk,mmsrr,mmsrk,mmsrr,smmkr,smmrr,smmkr,smmrr,krsmm,rrsmm,krsmm,rrsmm,rkmms,rrmms,rkmms,rrmms,smmkr,smmrr,smmkr,smmrr,mmsrk,mmsrr,mmsrk,mmsrr
1661,3580,A45,A,6,2,"[1,[3,[0]]]",sktrm,msvt,kr,True,sktrm,srtrm,skmrt,srmrt,trmks,trmrs,mrtks,mrtrs,mrtks,mrtrs,trmks,trmrs,skmrt,srmrt,sktrm,srtrm,stmrk,stmrr,smtrk,smtrr,tmskr,tmsrr,mtskr,mtsrr,krmts,rrmts,krtms,rrtms,rksmt,rrsmt,rkstm,rrstm,krstm,rrstm,krsmt,rrsmt,rktms,rrtms,rkmts,rrmts,stmkr,stmrr,smtkr,smtrr,tmsrk,tmsrr,mtsrk,mtsrr,rkmts,rrmts,rktms,rrtms,krsmt,rrsmt,krstm,rrstm,mtsrk,mtsrr,tmsrk,tmsrr,smtkr,smtrr,stmkr,stmrr
