"","workerId","gen","chain","prepM","prepR","strings","arrayTraining","time","seen","level","encodingCorrected","consonants"
"222","A14",3,"F","right","atop","tontin rae tontin moy kolkul","[1,[3,[3]]]",1597770424,"true","3","trtmk","vkst"
"223","A14",3,"F","right","atop","siso moy kolkul rae siso","[[1,[2]],2]",1597770443,"true","3","smkrs","vkst"
"224","A14",3,"F","right","atop","tontin moy valtal rae kolkul","[[0,3],[1]]",1597770455,"true","3","tmvrk","vkst"
"225","A14",3,"F","right","atop","valtal rae kolkul moy kolkul","[0,[[1,1]]]",1597770472,"false","3","vrkmk","vkst"
"226","A14",3,"F","right","atop","valtal moy tontin moy tontin","[[3,3],0]",1597770488,"false","3","vmtmt","vkst"
"227","A14",3,"F","right","atop","valtal moy tontin rae tontin","[[1,[1]],0]",1597770499,"false","3","vmtrt","vkst"
"228","A14",3,"F","right","atop","valtal moy siso moy tontin","[[1,2],0]",1597770511,"false","3","vmsmt","vkst"
"229","A14",3,"F","right","atop","siso rae tontin moy siso moy tontin","[3,[2,[2,[3]]]]",1597770533,"false","4","srtmsmt","vkst"
"230","A14",3,"F","right","atop","kolkul rae kolkul moy siso moy siso","[1,[[2,[2,1]]]]",1597770558,"false","4","krkmsms","vkst"
"231","A14",3,"F","right","atop","tontin moy kolkul moy tontin rae tontin","[[[3,1],[3]],3]",1597770576,"false","4","tmkmtrt","vkst"
"232","A14",3,"F","right","atop","valtal rae tontin rae kolkul moy kolkul","[0,[[3,[[1,1]]]]]",1597770593,"false","4","vrtrkmk","vkst"
"233","A14",3,"F","right","atop","valtal moy kolkul moy valtal rae siso","[[[0,1],0],[2]]",1597770614,"false","4","vmkmvrs","vkst"
"234","A14",3,"F","right","atop","siso moy kolkul moy valtal moy siso","[[[2,0],1],2]",1597770630,"false","4","smkmvms","vkst"
"235","A14",3,"F","right","atop","tontin rae valtal rae valtal moy valtal","[0,[3,[[0,[0]]]]]",1597770642,"false","4","trvrvmv","vkst"
"236","A14",3,"F","right","atop","siso rae kolkul rae siso rae tontin","[[[2,[1]],[2]],[3]]",1597770656,"false","4","srkrsrt","vkst"
"237","A14",3,"F","right","atop","valtal rae tontin moy siso moy siso","[2,[0,[[2,3]]]]",1597770679,"false","4","vrtmsms","vkst"
"238","A14",3,"F","right","atop","valtal moy tontin moy kolkul rae kolkul","[[[1,[1]],3],0]",1597770701,"false","4","vmtmkrk","vkst"
"239","A14",3,"F","right","atop","kolkul moy kolkul rae valtal rae valtal","[[[1,[0]],[0]],1]",1597770715,"false","4","kmkrvrv","vkst"
"240","A14",3,"F","right","atop","tontin moy tontin rae valtal rae siso","[[[3,3],[0]],[2]]",1597770730,"false","4","tmtrvrs","vkst"
"241","A15",1,"F","right","atop","valtal","0",1597175586,"true","1","v","vkst"
"242","A15",1,"F","right","atop","kolkul","1",1597175590,"true","1","k","vkst"
"243","A15",1,"F","right","atop","siso","2",1597175594,"true","1","s","vkst"
"244","A15",1,"F","right","atop","tontin","3",1597175597,"true","1","t","vkst"
"245","A15",1,"F","right","atop","valtal rae siso","[0,[2]]",1597175615,"true","2","vrs","vkst"
"246","A15",1,"F","right","atop","valtal moy valtal","[1,0]",1597175627,"true","2","vmv","vkst"
"247","A15",1,"F","right","atop","valtal moy tontin","[0,3]",1597175637,"true","2","vmt","vkst"
"248","A15",1,"F","right","atop","tontin rae kolkul","[3,[1]]",1597175647,"true","2","trk","vkst"
"249","A15",1,"F","right","atop","siso moy tontin","[2,3]",1597175658,"true","2","smt","vkst"
"250","A15",1,"F","right","atop","tontin moy siso","[3,2]",1597175669,"true","2","tms","vkst"
"251","A15",1,"F","right","atop","siso rae kolkul","[2,[0]]",1597175676,"true","2","srk","vkst"
"252","A15",1,"F","right","atop","siso rae kolkul","[2,[1]]",1597175683,"true","2","srk","vkst"
"253","A15",1,"F","right","atop","tontin moy kolkul","[3,0]",1597175689,"false","2","tmk","vkst"
"254","A15",1,"F","right","atop","kolkul moy rae","[1,[2]]",1597175707,"false","2","kmr","vkst"
"255","A15",1,"F","right","atop","valtal moy kolkul","[0,1]",1597175719,"false","2","vmk","vkst"
"256","A15",1,"F","right","atop","kolkul rae tontin","[1,[3]]",1597175727,"false","2","krt","vkst"
"257","A15",1,"F","right","atop","tontin rae tontin rae siso","[[3,[3]],[2]]",1597175741,"true","3","trtrs","vkst"
"258","A15",1,"F","right","atop","siso moy tontin rae valtal","[2,[3,[0]]]",1597175764,"true","3","smtrv","vkst"
"259","A15",1,"F","right","atop","valtal rae siso moy valtal","[0,[[2,0]]]",1597175779,"true","3","vrsmv","vkst"
"260","A15",1,"F","right","atop","tontin moy siso rae valtal","[[3,2],[0]]",1597175802,"true","3","tmsrv","vkst"
"261","A15",1,"F","right","atop","kolkul rae siso rae siso","[[1,[2]],[2]]",1597175817,"true","3","krsrs","vkst"
"262","A15",1,"F","right","atop","kolkul moy tontin rae tontin","[1,[3,[3]]]",1597175833,"true","3","kmtrt","vkst"
"263","A15",1,"F","right","atop","kolkul moy siso moy rae","[[1,[2]],2]",1597175850,"true","3","kmsmr","vkst"
"264","A15",1,"F","right","atop","valtal moy tontin rae kolkul","[[0,3],[1]]",1597175876,"true","3","vmtrk","vkst"
"265","A15",1,"F","right","atop","valtal rae kolkul moy kolkul","[0,[[1,1]]]",1597175897,"false","3","vrkmk","vkst"
"266","A15",1,"F","right","atop","tontin moy tontin moy valtal","[[3,3],0]",1597175909,"false","3","tmtmv","vkst"
"267","A15",1,"F","right","atop","kolkul rae kolkul moy valtal","[[1,[1]],0]",1597175923,"false","3","krkmv","vkst"
"268","A15",1,"F","right","atop","kolkul moy siso moy valtal","[[1,2],0]",1597175938,"false","3","kmsmv","vkst"
"269","A15",1,"F","right","atop","tontin moy siso moy siso rae tontin","[3,[2,[2,[3]]]]",1597175958,"false","4","tmsmsrt","vkst"
"270","A15",1,"F","right","atop","kolkul rae siso moy siso moy kolkul","[1,[[2,[2,1]]]]",1597175978,"false","4","krsmsmk","vkst"
"271","A15",1,"F","right","atop","tontin moy kolkul rae tontin moy tontin","[[[3,1],[3]],3]",1597176002,"false","4","tmkrtmt","vkst"
"272","A15",1,"F","right","atop","kolkul valtal rae kolkul moy tontin kolkul","[0,[[3,[[1,1]]]]]",1597176033,"false","4","kvrkmtk","vkst"
"273","A15",1,"F","right","atop","valtal moy kolkul moy valtal rae siso","[[[0,1],0],[2]]",1597176051,"false","4","vmkmvrs","vkst"
"274","A15",1,"F","right","atop","siso moy valtal moy kolkul moy siso","[[[2,0],1],2]",1597176062,"false","4","smvmkms","vkst"
"275","A15",1,"F","right","atop","valtal moy tontin rae valtal rae valtal","[0,[3,[[0,[0]]]]]",1597176082,"false","4","vmtrvrv","vkst"
"276","A15",1,"F","right","atop","siso rae kolkul rae siso rae tontin","[[[2,[1]],[2]],[3]]",1597176091,"false","4","srkrsrt","vkst"
"277","A15",1,"F","right","atop","siso moy valtal rae siso moy tontin","[2,[0,[[2,3]]]]",1597176112,"false","4","smvrsmt","vkst"
"278","A15",1,"F","right","atop","kolkul rae kolkul moy tontin moy kolkul","[[[1,[1]],3],0]",1597176127,"false","4","krkmtmk","vkst"
"279","A15",1,"F","right","atop","kolkul rae valtal rae valtal moy kolkul","[[[1,[0]],[0]],1]",1597176140,"false","4","krvrvmk","vkst"
"280","A15",1,"F","right","atop","tontin moy tontin rae valtal rae siso","[[[3,3],[0]],[2]]",1597176156,"false","4","tmtrvrs","vkst"
"281","A16",2,"L","right","under","kilkul","0",1597255030,"true","1","k","kvts"
"282","A16",2,"L","right","under","vanva","1",1597255034,"true","1","v","kvts"
"283","A16",2,"L","right","under","tovo","2",1597255038,"true","1","t","kvts"
"284","A16",2,"L","right","under","sunsin","3",1597255042,"true","1","s","kvts"
"285","A16",2,"L","right","under","tovo rae kilkul","[0,[2]]",1597255056,"true","2","trk","kvts"
"286","A16",2,"L","right","under","kilkul moy vanva","[1,0]",1597255064,"true","2","kmv","kvts"
"287","A16",2,"L","right","under","sunsin moy kilkul","[0,3]",1597255070,"true","2","smk","kvts"
"288","A16",2,"L","right","under","vanva rae sunsin","[3,[1]]",1597255077,"true","2","vrs","kvts"
"289","A16",2,"L","right","under","sunsin moy tovo","[2,3]",1597255086,"true","2","smt","kvts"
"290","A16",2,"L","right","under","tovo rae sunsin","[3,2]",1597255091,"true","2","trs","kvts"
"291","A16",2,"L","right","under","kilkul rae tovo","[2,[0]]",1597255098,"true","2","krt","kvts"
"292","A16",2,"L","right","under","vanva rae tovo","[2,[1]]",1597255103,"true","2","vrt","kvts"
"293","A16",2,"L","right","under","kilkul moy sunsin","[3,0]",1597255110,"false","2","kms","kvts"
"294","A16",2,"L","right","under","tovo rae vanva","[1,[2]]",1597255116,"false","2","trv","kvts"
"295","A16",2,"L","right","under","vanva moy kilkul","[0,1]",1597255123,"false","2","vmk","kvts"
"296","A16",2,"L","right","under","sunsin rae vanva","[1,[3]]",1597255128,"false","2","srv","kvts"
"297","A16",2,"L","right","under","tovo rae sunsin rae sunsin","[[3,[3]],[2]]",1597255138,"true","3","trsrs","kvts"
"298","A16",2,"L","right","under","kilkul rae sunsin moy tovo","[2,[3,[0]]]",1597255146,"true","3","krsmt","kvts"
"299","A16",2,"L","right","under","kilkul moy tovo rae kilkul","[0,[[2,0]]]",1597255158,"true","3","kmtrk","kvts"
"300","A16",2,"L","right","under","kilkul rae tovo moy sunsin","[[3,2],[0]]",1597255173,"true","3","krtms","kvts"
"301","A16",2,"L","right","under","tovo rae tovo rae vanva","[[1,[2]],[2]]",1597255184,"true","3","trtrv","kvts"
"302","A16",2,"L","right","under","sunsin rae sunsin moy vanva","[1,[3,[3]]]",1597255191,"true","3","srsmv","kvts"
"303","A16",2,"L","right","under","tovo moy tovo rae vanva","[[1,[2]],2]",1597255203,"true","3","tmtrv","kvts"
"304","A16",2,"L","right","under","vanva rae sunsin moy kilkul","[[0,3],[1]]",1597255211,"true","3","vrsmk","kvts"
"305","A16",2,"L","right","under","vanva moy vanva rae kilkul","[0,[[1,1]]]",1597255223,"false","3","vmvrk","kvts"
"306","A16",2,"L","right","under","kilkul moy sunsin moy sunsin","[[3,3],0]",1597255232,"false","3","kmsms","kvts"
"307","A16",2,"L","right","under","kilkul moy vanva rae vanva","[[1,[1]],0]",1597255241,"false","3","kmvrv","kvts"
"308","A16",2,"L","right","under","kilkul moy tovo moy vanva","[[1,2],0]",1597255251,"false","3","kmtmv","kvts"
"309","A16",2,"L","right","under","sunsin rae tovo moy tovo moy sunsin","[3,[2,[2,[3]]]]",1597255266,"false","4","srtmtms","kvts"
"310","A16",2,"L","right","under","vanva moy tovo moy tovo rae vanva","[1,[[2,[2,1]]]]",1597255277,"false","4","vmtmtrv","kvts"
"311","A16",2,"L","right","under","sunsin moy sunsin rae vanva moy sunsin","[[[3,1],[3]],3]",1597255292,"false","4","smsrvms","kvts"
"312","A16",2,"L","right","under","vanva moy vanva rae sunsin rae kilkul","[0,[[3,[[1,1]]]]]",1597255300,"false","4","vmvrsrk","kvts"
"313","A16",2,"L","right","under","tovo rae kilkul moy vanva moy kilkul","[[[0,1],0],[2]]",1597255310,"false","4","trkmvmk","kvts"
"314","A16",2,"L","right","under","tovo moy vanva moy kilkul moy tovo","[[[2,0],1],2]",1597255318,"false","4","tmvmkmt","kvts"
"315","A16",2,"L","right","under","kilkul rae kilkul rae sunsin moy kilkul","[0,[3,[[0,[0]]]]]",1597255330,"false","4","krkrsmk","kvts"
"316","A16",2,"L","right","under","sunsin rae tovo rae vanva rae tovo","[[[2,[1]],[2]],[3]]",1597255342,"false","4","srtrvrt","kvts"
"317","A16",2,"L","right","under","sunsin moy tovo rae kilkul moy tovo","[2,[0,[[2,3]]]]",1597255353,"false","4","smtrkmt","kvts"
"318","A16",2,"L","right","under","kilkul moy sunsin moy vanva rae vanva","[[[1,[1]],3],0]",1597255362,"false","4","kmsmvrv","kvts"
"319","A16",2,"L","right","under","vanva rae kilkul kilkul rae vanva moy","[[[1,[0]],[0]],1]",1597255377,"false","4","vrkkrvm","kvts"
"320","A16",2,"L","right","under","tovo rae kilkul rae sunsin moy sunsin","[[[3,3],[0]],[2]]",1597255385,"false","4","trkrsms","kvts"
"321","A17",5,"D","right","under","titil","0",1597941489,"true","1","t","tvsk"
"322","A17",5,"D","right","under","vuntun","1",1597941493,"true","1","v","tvsk"
"323","A17",5,"D","right","under","silvil","2",1597941497,"true","1","s","tvsk"
"324","A17",5,"D","right","under","kaku","3",1597941501,"true","1","k","tvsk"
"325","A17",5,"D","right","under","rae silvil titil","[0,[2]]",1597941529,"true","2","rst","tvsk"
"326","A17",5,"D","right","under","titil moy vuntun","[1,0]",1597941541,"true","2","tmv","tvsk"
"327","A17",5,"D","right","under","kaku moy titil","[0,3]",1597941547,"true","2","kmt","tvsk"
"328","A17",5,"D","right","under","vuntun rae kaku","[3,[1]]",1597941556,"true","2","vrk","tvsk"
"329","A17",5,"D","right","under","kaku moy silvil","[2,3]",1597941567,"true","2","kms","tvsk"
"330","A17",5,"D","right","under","silvil moy kaku","[3,2]",1597941575,"true","2","smk","tvsk"
"331","A17",5,"D","right","under","titil rae silvil","[2,[0]]",1597941585,"true","2","trs","tvsk"
"332","A17",5,"D","right","under","vuntun rae silvil","[2,[1]]",1597941593,"true","2","vrs","tvsk"
"333","A17",5,"D","right","under","titil moy kaku","[3,0]",1597941601,"false","2","tmk","tvsk"
"334","A17",5,"D","right","under","silvil rae vuntun","[1,[2]]",1597941607,"false","2","srv","tvsk"
"335","A17",5,"D","right","under","vuntun moy titil","[0,1]",1597941617,"false","2","vmt","tvsk"
"336","A17",5,"D","right","under","kaku rae vuntun","[1,[3]]",1597941624,"false","2","krv","tvsk"
"337","A17",5,"D","right","under","silvil rae kaku kaku kaku","[[3,[3]],[2]]",1597941641,"true","3","srkkk","tvsk"
"338","A17",5,"D","right","under","titil rae kaku moy silvil","[2,[3,[0]]]",1597941667,"true","3","trkms","tvsk"
"339","A17",5,"D","right","under","titil moy silvil rae titil","[0,[[2,0]]]",1597941681,"true","3","tmsrt","tvsk"
"340","A17",5,"D","right","under","titil rae silvil moy kaku","[[3,2],[0]]",1597941698,"true","3","trsmk","tvsk"
"341","A17",5,"D","right","under","silvil rae silvil rae vuntun","[[1,[2]],[2]]",1597941709,"true","3","srsrv","tvsk"
"342","A17",5,"D","right","under","kaku rae kaku moy vuntun","[1,[3,[3]]]",1597941720,"true","3","krkmv","tvsk"
"343","A17",5,"D","right","under","silvil moy silvil rae vuntun","[[1,[2]],2]",1597941734,"true","3","smsrv","tvsk"
"344","A17",5,"D","right","under","vuntun rae kaku moy titil","[[0,3],[1]]",1597941748,"true","3","vrkmt","tvsk"
"345","A17",5,"D","right","under","vuntun moy vuntun rae titil","[0,[[1,1]]]",1597941761,"false","3","vmvrt","tvsk"
"346","A17",5,"D","right","under","titil moy kaku moy kaku","[[3,3],0]",1597941780,"false","3","tmkmk","tvsk"
"347","A17",5,"D","right","under","titil moy vuntun rae vuntun","[[1,[1]],0]",1597941798,"false","3","tmvrv","tvsk"
"348","A17",5,"D","right","under","titil moy silvil moy vuntun","[[1,2],0]",1597941810,"false","3","tmsmv","tvsk"
"349","A17",5,"D","right","under","kaku rae silvil moy silvil moy kaku","[3,[2,[2,[3]]]]",1597941825,"false","4","krsmsmk","tvsk"
"350","A17",5,"D","right","under","vuntun moy silvil moy silvil rae vuntun","[1,[[2,[2,1]]]]",1597941839,"false","4","vmsmsrv","tvsk"
"351","A17",5,"D","right","under","kaku moy kaku rae vuntun moy kaku","[[[3,1],[3]],3]",1597941859,"false","4","kmkrvmk","tvsk"
"352","A17",5,"D","right","under","vuntun moy vuntun rae kaku rae titil","[0,[[3,[[1,1]]]]]",1597941873,"false","4","vmvrkrt","tvsk"
"353","A17",5,"D","right","under","silvil rae titil moy vuntun moy titil","[[[0,1],0],[2]]",1597941886,"false","4","srtmvmt","tvsk"
"354","A17",5,"D","right","under","silvil moy vuntun moy titil moy silvil","[[[2,0],1],2]",1597941897,"false","4","smvmtms","tvsk"
"355","A17",5,"D","right","under","titil rae titil rae kaku moy titil","[0,[3,[[0,[0]]]]]",1597941908,"false","4","trtrkmt","tvsk"
"356","A17",5,"D","right","under","kaku rae silvil rae vuntun rae silvil","[[[2,[1]],[2]],[3]]",1597941922,"false","4","krsrvrs","tvsk"
"357","A17",5,"D","right","under","kaku moy silvil rae titil moy silvil","[2,[0,[[2,3]]]]",1597941936,"false","4","kmsrtms","tvsk"
"358","A17",5,"D","right","under","titil moy kaku moy vuntun rae vuntun","[[[1,[1]],3],0]",1597941949,"false","4","tmkmvrv","tvsk"
"359","A17",5,"D","right","under","vuntun moy titil rae titil rae vuntun","[[[1,[0]],[0]],1]",1597941958,"false","4","vmtrtrv","tvsk"
"360","A17",5,"D","right","under","silvil rae titil rae kaku moy kaku","[[[3,3],[0]],[2]]",1597941969,"false","4","srtrkmk","tvsk"
"361","A18",5,"A","right","atop","sisu","0",1597875019,"true","1","s","svkt"
"362","A18",5,"A","right","atop","vinvi","1",1597875027,"true","1","v","svkt"
"363","A18",5,"A","right","atop","konkan","2",1597875031,"true","1","k","svkt"
"364","A18",5,"A","right","atop","tulsul","3",1597875035,"true","1","t","svkt"
"365","A18",5,"A","right","atop","konkan rae sisu","[0,[2]]",1597875048,"true","2","krs","svkt"
"366","A18",5,"A","right","atop","vinvi moy sisu","[1,0]",1597875056,"true","2","vms","svkt"
"367","A18",5,"A","right","atop","sisu moy tulsul","[0,3]",1597875064,"true","2","smt","svkt"
"368","A18",5,"A","right","atop","vinvi rae tulsul","[3,[1]]",1597875072,"true","2","vrt","svkt"
"369","A18",5,"A","right","atop","konkan moy tulsul","[2,3]",1597875078,"true","2","kmt","svkt"
"370","A18",5,"A","right","atop","tulsul moy konkan","[3,2]",1597875087,"true","2","tmk","svkt"
"371","A18",5,"A","right","atop","sisu rae konkan","[2,[0]]",1597875106,"true","2","srk","svkt"
"372","A18",5,"A","right","atop","konkan rae vinvi","[2,[1]]",1597875125,"true","2","krv","svkt"
"373","A18",5,"A","right","atop","tulsul moy sisu","[3,0]",1597875145,"false","2","tms","svkt"
"374","A18",5,"A","right","atop","vinvi rae konkan","[1,[2]]",1597875153,"false","2","vrk","svkt"
"375","A18",5,"A","right","atop","sisu moy vinvi","[0,1]",1597875161,"false","2","smv","svkt"
"376","A18",5,"A","right","atop","vinvi rae tulsul","[1,[3]]",1597875169,"false","2","vrt","svkt"
"377","A18",5,"A","right","atop","konkan rae tulsul rae tulsul","[[3,[3]],[2]]",1597875187,"true","3","krtrt","svkt"
"378","A18",5,"A","right","atop","konkan moy sisu rae tulsul","[2,[3,[0]]]",1597875218,"true","3","kmsrt","svkt"
"379","A18",5,"A","right","atop","konkan moy sisu rae sisu","[0,[[2,0]]]",1597875240,"true","3","kmsrs","svkt"
"380","A18",5,"A","right","atop","tulsul moy konkan rae sisu","[[3,2],[0]]",1597875277,"true","3","tmkrs","svkt"
"381","A18",5,"A","right","atop","konkan rae konkan rae vinvi","[[1,[2]],[2]]",1597875291,"true","3","krkrv","svkt"
"382","A18",5,"A","right","atop","vinvi moy tulsul rae tulsul","[1,[3,[3]]]",1597875304,"true","3","vmtrt","svkt"
"383","A18",5,"A","right","atop","konkan moy rae vinvi konkan","[[1,[2]],2]",1597875338,"true","3","kmrvk","svkt"
"384","A18",5,"A","right","atop","vinvi rae sisu moy tulsul","[[0,3],[1]]",1597875359,"true","3","vrsmt","svkt"
"385","A18",5,"A","right","atop","vinvi moy vinvi rae sisu","[0,[[1,1]]]",1597875380,"false","3","vmvrs","svkt"
"386","A18",5,"A","right","atop","tulsul moy tulsul moy sisu","[[3,3],0]",1597875389,"false","3","tmtms","svkt"
"387","A18",5,"A","right","atop","vinvi rae vinvi moy sisu","[[1,[1]],0]",1597875400,"false","3","vrvms","svkt"
"388","A18",5,"A","right","atop","vinvi moy konkan moy sisu","[[1,2],0]",1597875410,"false","3","vmkms","svkt"
"389","A18",5,"A","right","atop","tulsul moy konkan moy tulsul rae konkan","[3,[2,[2,[3]]]]",1597875424,"false","4","tmkmtrk","svkt"
"390","A18",5,"A","right","atop","konkan moy konkan moy vinvi rae vinvi","[1,[[2,[2,1]]]]",1597875443,"false","4","kmkmvrv","svkt"
"391","A18",5,"A","right","atop","tulsul moy vinvi rae tulsul moy tulsul","[[[3,1],[3]],3]",1597875462,"false","4","tmvrtmt","svkt"
"392","A18",5,"A","right","atop","vinvi moy vinvi rae tulsul rae sisu","[0,[[3,[[1,1]]]]]",1597875474,"false","4","vmvrtrs","svkt"
"393","A18",5,"A","right","atop","konkan rae sisu moy vinvi moy sisu","[[[0,1],0],[2]]",1597875498,"false","4","krsmvms","svkt"
"394","A18",5,"A","right","atop","konkan moy sisu moy vinvi moy konkan","[[[2,0],1],2]",1597875509,"false","4","kmsmvmk","svkt"
"395","A18",5,"A","right","atop","sisu moy sisu rae sisu rae tulsul","[0,[3,[[0,[0]]]]]",1597875521,"false","4","smsrsrt","svkt"
"396","A18",5,"A","right","atop","tulsul rae konkan rae vinvi rae konkan","[[[2,[1]],[2]],[3]]",1597875532,"false","4","trkrvrk","svkt"
"397","A18",5,"A","right","atop","konkan moy konkan moy tulsul rae sisu","[2,[0,[[2,3]]]]",1597875550,"false","4","kmkmtrs","svkt"
"398","A18",5,"A","right","atop","vinvi rae vinvi moy tulsul moy sisu","[[[1,[1]],3],0]",1597875562,"false","4","vrvmtms","svkt"
"399","A18",5,"A","right","atop","vinvi rae sisu rae sisu moy vinvi","[[[1,[0]],[0]],1]",1597875581,"false","4","vrsrsmv","svkt"
"400","A18",5,"A","right","atop","tulsul rae tulsul rae sisu rae konkan","[[[3,3],[0]],[2]]",1597875602,"false","4","trtrsrk","svkt"
"401","A19",2,"B","left","atop","vusu","0",1597346801,"true","1","v","vtsk"
"402","A19",2,"B","left","atop","tinkin","1",1597346806,"true","1","t","vtsk"
"403","A19",2,"B","left","atop","solson","2",1597346809,"true","1","s","vtsk"
"404","A19",2,"B","left","atop","kolkil","3",1597346813,"true","1","k","vtsk"
"405","A19",2,"B","left","atop","vusu rae solson","[0,[2]]",1597346825,"true","2","vrs","vtsk"
"406","A19",2,"B","left","atop","tinkin moy vusu","[1,0]",1597346836,"true","2","tmv","vtsk"
"407","A19",2,"B","left","atop","vusu rae kolkil","[0,3]",1597346846,"true","2","vrk","vtsk"
"408","A19",2,"B","left","atop","kolkil rae tinkin","[3,[1]]",1597346855,"true","2","krt","vtsk"
"409","A19",2,"B","left","atop","solson moy kolkil","[2,3]",1597346865,"true","2","smk","vtsk"
"410","A19",2,"B","left","atop","kolkil moy solson","[3,2]",1597346876,"true","2","kms","vtsk"
