,Unnamed: 0,X,workerId,hitId,assignmentId,time,condition,chain,generation,level,trialType,nameTraining,arrayTraining,seenInTraining,inAmbig,choiceArray0,choiceArray1,choiceArray2,choiceArray3,correctChoiceNumber,participantChoiceNumber,participantText,compositionalAnswer,seenInTesting,conditionCE,conditionHeadN,correctLexicon,correctedAnswers,encodingCompositional,encodingCorrected,normedCorrectness,prepHorizGloss,prepVertGloss,consonants,Grammar_HInitial-noCE-Left-Atop,Grammar_HInitial-noCE-Left-Under,Grammar_HInitial-noCE-Right-Atop,Grammar_HInitial-noCE-Right-Under,Grammar_HFinal-noCE-Left-Atop,Grammar_HFinal-noCE-Left-Under,Grammar_HFinal-noCE-Right-Atop,Grammar_HFinal-noCE-Right-Under,Grammar_HInitial-CE-Left-Atop,Grammar_HInitial-CE-Left-Under,Grammar_HInitial-CE-Right-Atop,Grammar_HInitial-CE-Right-Under,Grammar_HFinal-CE-Left-Atop,Grammar_HFinal-CE-Left-Under,Grammar_HFinal-CE-Right-Atop,Grammar_HFinal-CE-Right-Under,Grammar_HInitial-Crossed-PreP-Left-Atop,Grammar_HInitial-Crossed-PreP-Left-Under,Grammar_HInitial-Crossed-PreP-Right-Atop,Grammar_HInitial-Crossed-PreP-Right-Under,Grammar_HInitial-Crossed-PostP-Left-Atop,Grammar_HInitial-Crossed-PostP-Left-Under,Grammar_HInitial-Crossed-PostP-Right-Atop,Grammar_HInitial-Crossed-PostP-Right-Under,Grammar_HFinal-Crossed-PreP-Left-Atop,Grammar_HFinal-Crossed-PreP-Left-Under,Grammar_HFinal-Crossed-PreP-Right-Atop,Grammar_HFinal-Crossed-PreP-Right-Under,Grammar_HFinal-Crossed-PostP-Left-Atop,Grammar_HFinal-Crossed-PostP-Left-Under,Grammar_HFinal-Crossed-PostP-Right-Atop,Grammar_HFinal-Crossed-PostP-Right-Under
2857,5739,5739,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370680,PostNomPrePos,none,blah,2,write,,"[0,[[2,[1]]]]",True,False,,,,,,,vusu rae solson rae tinklin,vusu rae solson rae tinkin,True,branching,head initial,vusu tinkin solson kolkil rae moy,vusu rae solson rae tinkin,vrsrt,vrsrt,1.0,N,A,vtsk,vrsrt,trsrv,vrsrt,trsrv,trsrv,vrsrt,trsrv,vrsrt,vstrr,tsvrr,vstrr,tsvrr,rrtsv,rrvst,rrtsv,rrvst,rrvst,rrtsv,rrvst,rrtsv,vstrr,tsvrr,vstrr,tsvrr,rrtsv,rrvst,rrtsv,rrvst,tsvrr,vstrr,tsvrr,vstrr
2858,5740,5740,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370690,PostNomPrePos,none,blah,2,write,,"[2,[[2,2]]]",True,False,,,,,,,solson rae solson moy solson,solson rae solson moy solson,True,branching,head initial,vusu tinkin solson kolkil rae moy,solson rae solson moy solson,srsms,srsms,1.0,N,A,vtsk,srsms,smsrs,srsms,smsrs,smsrs,srsms,smsrs,srsms,sssmr,sssrm,sssmr,sssrm,rmsss,mrsss,rmsss,mrsss,rmsss,mrsss,rmsss,mrsss,sssrm,sssmr,sssrm,sssmr,mrsss,rmsss,mrsss,rmsss,sssmr,sssrm,sssmr,sssrm
2859,5741,5741,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370695,PostNomPrePos,none,blah,2,write,,"[0,[[2,[0]]]]",True,False,,,,,,,vusu rae solson rae vusu,vusu rae solson rae vusu,True,branching,head initial,vusu tinkin solson kolkil rae moy,vusu rae solson rae vusu,vrsrv,vrsrv,1.0,N,A,vtsk,vrsrv,vrsrv,vrsrv,vrsrv,vrsrv,vrsrv,vrsrv,vrsrv,vsvrr,vsvrr,vsvrr,vsvrr,rrvsv,rrvsv,rrvsv,rrvsv,rrvsv,rrvsv,rrvsv,rrvsv,vsvrr,vsvrr,vsvrr,vsvrr,rrvsv,rrvsv,rrvsv,rrvsv,vsvrr,vsvrr,vsvrr,vsvrr
2860,5742,5742,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370706,PostNomPrePos,none,blah,2,write,,"[[2,[3]],0]",True,False,,,,,,,solson rae kuklin moy vusu,solson rae kolkil moy vusu,True,branching,head initial,vusu tinkin solson kolkil rae moy,solson rae kolkil moy vusu,srkmv,srkmv,1.0,N,A,vtsk,srkmv,krsmv,vmsrk,vmkrs,vmkrs,vmsrk,krsmv,srkmv,skvmr,ksvmr,vskrm,vksrm,rmvks,rmvsk,mrksv,mrskv,rmskv,rmksv,mrvsk,mrvks,skvrm,ksvrm,vskmr,vksmr,mrvks,mrvsk,rmksv,rmskv,vksmr,vskmr,ksvrm,skvrm
2861,5743,5743,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370718,PostNomPrePos,none,blah,2,write,,"[0,[[3,1]]]",False,False,,,,,,,vusu rae kukli moy tinkin,vusu rae kolkil moy tinkin,False,branching,head initial,vusu tinkin solson kolkil rae moy,vusu rae kolkil moy tinkin,vrkmt,vrkmt,1.0,N,A,vtsk,vrkmt,kmtrv,vrtmk,tmkrv,tmkrv,vrtmk,kmtrv,vrkmt,vktmr,ktvrm,vtkmr,tkvrm,rmtkv,mrvtk,rmktv,mrvkt,rmvkt,mrktv,rmvtk,mrtkv,vktrm,ktvmr,vtkrm,tkvmr,mrtkv,rmvtk,mrktv,rmvkt,tkvmr,vtkrm,ktvmr,vktrm
2862,5744,5744,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370734,PostNomPrePos,none,blah,3,write,,"[2,[[1,0],[0]]]",False,False,,,,,,,solson moy tinkin moy vusu rae vusu,solson moy tinkin moy vusu rae vusu,False,branching,head initial,vusu tinkin solson kolkil rae moy,solson moy tinkin moy vusu rae vusu,smtmvrv,smtmvrv,1.0,N,A,vtsk,smtmvrv,smvrtmv,vmtrvms,vrvmtms,vrvmtms,vmtrvms,smvrtmv,smtmvrv,stvvrmm,svtvmrm,vtvsmrm,vvtsmmr,mmrvvts,mrmvtvs,mrmsvtv,rmmstvv,mmrstvv,mrmsvtv,mrmvtvs,rmmvvts,stvvmmr,svtvmrm,vtvsmrm,vvtsrmm,rmmvvts,mrmvtvs,mrmsvtv,mmrstvv,vvtsrmm,vtvsmrm,svtvmrm,stvvmmr
2863,5745,5745,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370748,PostNomPrePos,none,blah,3,write,,"[[2,[0,0]],[1]]",False,False,,,,,,,solson moy vusu moy vusu rae tinkin,solson moy vusu moy vusu rae tinkin,False,branching,head initial,vusu tinkin solson kolkil rae moy,solson moy vusu moy vusu rae tinkin,smvmvrt,smvmvrt,1.0,N,A,vtsk,smvmvrt,trsmvmv,vmvmsrt,trvmvms,trvmvms,vmvmsrt,trsmvmv,smvmvrt,svvtrmm,tsvvmmr,vvstrmm,tvvsmmr,mmrtvvs,rmmvvst,mmrtsvv,rmmsvvt,mmrsvvt,rmmtsvv,mmrvvst,rmmtvvs,svvtmmr,tsvvrmm,vvstmmr,tvvsrmm,rmmtvvs,mmrvvst,rmmtsvv,mmrsvvt,tvvsrmm,vvstmmr,tsvvrmm,svvtmmr
2864,5746,5746,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370761,PostNomPrePos,none,blah,3,write,,"[[2,[0,[2]]],[0]]",False,False,,,,,,,solson moy vusu rae solson rae vusu,solson moy vusu rae solson rae vusu,False,branching,head initial,vusu tinkin solson kolkil rae moy,solson moy vusu rae solson rae vusu,smvrsrv,smvrsrv,1.0,N,A,vtsk,smvrsrv,vrsmsrv,vrsmsrv,vrsrvms,vrsrvms,vrsmsrv,vrsmsrv,smvrsrv,svsvrrm,vssvrmr,vssvrmr,vsvsmrr,mrrvsvs,rmrvssv,rmrvssv,rrmsvsv,mrrsvsv,rmrvssv,rmrvssv,rrmvsvs,svsvmrr,vssvrmr,vssvrmr,vsvsrrm,rrmvsvs,rmrvssv,rmrvssv,mrrsvsv,vsvsrrm,vssvrmr,vssvrmr,svsvmrr
2865,5747,5747,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370774,PostNomPrePos,none,blah,3,write,,"[[0,[1,2]],[3]]",False,False,,,,,,,vusu moy tinkin moy solson rae kukli,vusu moy tinkin moy solson rae kolkil,False,branching,head initial,vusu tinkin solson kolkil rae moy,vusu moy tinkin moy solson rae kolkil,vmtmsrk,vmtmsrk,1.0,N,A,vtsk,vmtmsrk,krvmtms,smtmvrk,krsmtmv,krsmtmv,smtmvrk,krvmtms,vmtmsrk,vtskrmm,kvtsmmr,stvkrmm,kstvmmr,mmrkstv,rmmstvk,mmrkvts,rmmvtsk,mmrvtsk,rmmkvts,mmrstvk,rmmkstv,vtskmmr,kvtsrmm,stvkmmr,kstvrmm,rmmkstv,mmrstvk,rmmkvts,mmrvtsk,kstvrmm,stvkmmr,kvtsrmm,vtskmmr
2866,5748,5748,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370788,PostNomPrePos,none,blah,3,write,,"[[[1,[0]],2],[2]]",False,False,,,,,,,tinkin rae vusu moy solson rae solson,tinkin rae vusu moy solson rae solson,False,branching,head initial,vusu tinkin solson kolkil rae moy,tinkin rae vusu moy solson rae solson,trvmsrs,trvmsrs,1.0,N,A,vtsk,trvmsrs,srvrtms,smtrvrs,srsmvrt,srsmvrt,smtrvrs,srvrtms,trvmsrs,tvssrmr,svtsmrr,stvsrrm,ssvtrmr,rmrssvt,rrmstvs,mrrsvts,rmrtvss,rmrtvss,rrmsvts,mrrstvs,rmrssvt,tvssrmr,svtsrrm,stvsmrr,ssvtrmr,rmrssvt,mrrstvs,rrmsvts,rmrtvss,ssvtrmr,stvsmrr,svtsrrm,tvssrmr
2867,5749,5749,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370800,PostNomPrePos,none,blah,3,write,,"[[3,[[2,[3]]]],2]",False,False,,,,,,,kuklie rae solson rae kukli moy solson,kolkil rae solson rae kolkil moy solson,False,branching,head initial,vusu tinkin solson kolkil rae moy,kolkil rae solson rae kolkil moy solson,krsrkms,krsrkms,1.0,N,A,vtsk,krsrkms,krsrkms,smkrsrk,smkrsrk,smkrsrk,smkrsrk,krsrkms,krsrkms,ksksmrr,ksksmrr,skskrrm,skskrrm,rrmsksk,rrmsksk,mrrksks,mrrksks,rrmksks,rrmksks,mrrsksk,mrrsksk,ksksrrm,ksksrrm,skskmrr,skskmrr,mrrsksk,mrrsksk,rrmksks,rrmksks,skskmrr,skskmrr,ksksrrm,ksksrrm
2868,5750,5750,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370814,PostNomPrePos,none,blah,3,write,,"[[[3,[3]],3],1]",False,False,,,,,,,kukli rae kukli moy kukli moy tintin,kolkil rae kolkil moy kolkil moy tinkin,False,branching,head initial,vusu tinkin solson kolkil rae moy,kolkil rae kolkil moy kolkil moy tinkin,krkmkmt,krkmkmt,1.0,N,A,vtsk,krkmkmt,krkmkmt,tmkmkrk,tmkmkrk,tmkmkrk,tmkmkrk,krkmkmt,krkmkmt,kkktmmr,kkktmmr,tkkkrmm,tkkkrmm,rmmtkkk,rmmtkkk,mmrkkkt,mmrkkkt,rmmkkkt,rmmkkkt,mmrtkkk,mmrtkkk,kkktrmm,kkktrmm,tkkkmmr,tkkkmmr,mmrtkkk,mmrtkkk,rmmkkkt,rmmkkkt,tkkkmmr,tkkkmmr,kkktrmm,kkktrmm
2869,5751,5751,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370824,PostNomPrePos,none,blah,3,write,,"[1,[[0,[[2,[2]]]]]]",False,False,,,,,,,tinkin rae vusu rae solson rae solson,tinkin rae vusu rae solson rae solson,False,branching,head initial,vusu tinkin solson kolkil rae moy,tinkin rae vusu rae solson rae solson,trvrsrs,trvrsrs,1.0,N,A,vtsk,trvrsrs,srsrvrt,trvrsrs,srsrvrt,srsrvrt,trvrsrs,srsrvrt,trvrsrs,tvssrrr,ssvtrrr,tvssrrr,ssvtrrr,rrrssvt,rrrtvss,rrrssvt,rrrtvss,rrrtvss,rrrssvt,rrrtvss,rrrssvt,tvssrrr,ssvtrrr,tvssrrr,ssvtrrr,rrrssvt,rrrtvss,rrrssvt,rrrtvss,ssvtrrr,tvssrrr,ssvtrrr,tvssrrr
2870,5752,5752,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370839,PostNomPrePos,none,blah,3,write,,"[0,[[1,2],[3]]]",False,False,,,,,,,vusu moy tinkin moy solson rae kuklin,vusu moy tinkin moy solson rae kolkil,False,branching,head initial,vusu tinkin solson kolkil rae moy,vusu moy tinkin moy solson rae kolkil,vmtmsrk,vmtmsrk,1.0,N,A,vtsk,vmtmsrk,vmkrtms,smtrkmv,krsmtmv,krsmtmv,smtrkmv,vmkrtms,vmtmsrk,vtskrmm,vktsmrm,stkvmrm,kstvmmr,mmrkstv,mrmstkv,mrmvkts,rmmvtsk,mmrvtsk,mrmvkts,mrmstkv,rmmkstv,vtskmmr,vktsmrm,stkvmrm,kstvrmm,rmmkstv,mrmstkv,mrmvkts,mmrvtsk,kstvrmm,stkvmrm,vktsmrm,vtskmmr
2871,5753,5753,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370850,PostNomPrePos,none,blah,3,write,,"[2,[1,[2,3]]]",False,False,,,,,,,solson moy tinkin moy solson moy kuklin,solson moy tinkin moy solson moy kolkil,False,branching,head initial,vusu tinkin solson kolkil rae moy,solson moy tinkin moy solson moy kolkil,smtmsmk,smtmsmk,1.0,N,A,vtsk,smtmsmk,smtmsmk,kmsmtms,kmsmtms,kmsmtms,kmsmtms,smtmsmk,smtmsmk,stskmmm,stskmmm,kstsmmm,kstsmmm,mmmksts,mmmksts,mmmstsk,mmmstsk,mmmstsk,mmmstsk,mmmksts,mmmksts,stskmmm,stskmmm,kstsmmm,kstsmmm,mmmksts,mmmksts,mmmstsk,mmmstsk,kstsmmm,kstsmmm,stskmmm,stskmmm
2872,5754,5754,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370864,PostNomPrePos,none,blah,3,write,,"[[3,[[2,1]]],[3]]",False,False,,,,,,,kuklin rae soslson moy tunkin rae kuklin,kolkil rae solson moy tinkin rae kolkil,False,branching,head initial,vusu tinkin solson kolkil rae moy,kolkil rae solson moy tinkin rae kolkil,krsmtrk,krsmtrk,1.0,N,A,vtsk,krsmtrk,krsmtrk,krtmsrk,krtmsrk,krtmsrk,krtmsrk,krsmtrk,krsmtrk,kstkrmr,kstkrmr,ktskrmr,ktskrmr,rmrktsk,rmrktsk,rmrkstk,rmrkstk,rmrkstk,rmrkstk,rmrktsk,rmrktsk,kstkrmr,kstkrmr,ktskrmr,ktskrmr,rmrktsk,rmrktsk,rmrkstk,rmrkstk,ktskrmr,ktskrmr,kstkrmr,kstkrmr
2873,5755,5755,A72,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3Y9N9SS8LZI4ZQDNGBCBNBC0GQW3DN,1581370877,PostNomPrePos,none,blah,3,write,,"[0,[1,[2,[3]]]]",False,False,,,,,,,vusu moy tinkin moy solson rae kukli,vusu moy tinkin moy solson rae kolkil,False,branching,head initial,vusu tinkin solson kolkil rae moy,vusu moy tinkin moy solson rae kolkil,vmtmsrk,vmtmsrk,1.0,N,A,vtsk,vmtmsrk,vmtmkrs,srkmtmv,krsmtmv,krsmtmv,srkmtmv,vmtmkrs,vmtmsrk,vtskrmm,vtksrmm,sktvmmr,kstvmmr,mmrkstv,mmrsktv,rmmvtks,rmmvtsk,mmrvtsk,mmrvtks,rmmsktv,rmmkstv,vtskmmr,vtksmmr,sktvrmm,kstvrmm,rmmkstv,rmmsktv,mmrvtks,mmrvtsk,kstvrmm,sktvrmm,vtksmmr,vtskmmr
2874,5796,5796,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366183,PostNomPrePos,none,blah,0,write,,0,True,False,,,,,,,Tiltil,titil,True,branching,head initial,titil vuntun silvil kaku rae moy,titil,t,t,1.0,N,A,tvsk,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t
2875,5797,5797,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366187,PostNomPrePos,none,blah,0,write,,1,True,False,,,,,,,Kaku,vuntun,True,branching,head initial,titil vuntun silvil kaku rae moy,kaku,v,k,0.0,N,A,tvsk,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v
2876,5798,5798,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366193,PostNomPrePos,none,blah,0,write,,2,True,False,,,,,,,Silvil,silvil,True,branching,head initial,titil vuntun silvil kaku rae moy,silvil,s,s,1.0,N,A,tvsk,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
2877,5799,5799,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366196,PostNomPrePos,none,blah,0,write,,3,True,False,,,,,,,Kaku,kaku,True,branching,head initial,titil vuntun silvil kaku rae moy,kaku,k,k,1.0,N,A,tvsk,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k
2878,5800,5800,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366210,PostNomPrePos,none,blah,1,write,,"[2,[0]]",False,False,,,,,,,Silvil rae tiltil,silvil rae titil,False,branching,head initial,titil vuntun silvil kaku rae moy,silvil rae titil,srt,srt,1.0,N,A,tvsk,srt,trs,srt,trs,trs,srt,trs,srt,str,tsr,str,tsr,rts,rst,rts,rst,rst,rts,rst,rts,str,tsr,str,tsr,rts,rst,rts,rst,tsr,str,tsr,str
2879,5801,5801,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366216,PostNomPrePos,none,blah,1,write,,"[2,2]",False,False,,,,,,,silvil moy silvil,silvil moy silvil,False,branching,head initial,titil vuntun silvil kaku rae moy,silvil moy silvil,sms,sms,1.0,N,A,tvsk,sms,sms,sms,sms,sms,sms,sms,sms,ssm,ssm,ssm,ssm,mss,mss,mss,mss,mss,mss,mss,mss,ssm,ssm,ssm,ssm,mss,mss,mss,mss,ssm,ssm,ssm,ssm
2880,5802,5802,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366224,PostNomPrePos,none,blah,1,write,,"[2,0]",True,False,,,,,,,silvil moy tiltil,silvil moy titil,True,branching,head initial,titil vuntun silvil kaku rae moy,silvil moy titil,smt,smt,1.0,N,A,tvsk,smt,smt,tms,tms,tms,tms,smt,smt,stm,stm,tsm,tsm,mts,mts,mst,mst,mst,mst,mts,mts,stm,stm,tsm,tsm,mts,mts,mst,mst,tsm,tsm,stm,stm
2881,5803,5803,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366237,PostNomPrePos,none,blah,1,write,,"[1,0]",False,False,,,,,,,taku moy tiltil,vuntun moy titil,False,branching,head initial,titil vuntun silvil kaku rae moy,kaku moy titil,vmt,kmt,0.666666666666667,N,A,tvsk,vmt,vmt,tmv,tmv,tmv,tmv,vmt,vmt,vtm,vtm,tvm,tvm,mtv,mtv,mvt,mvt,mvt,mvt,mtv,mtv,vtm,vtm,tvm,tvm,mtv,mtv,mvt,mvt,tvm,tvm,vtm,vtm
2882,5804,5804,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366245,PostNomPrePos,none,blah,1,write,,"[2,[1]]",False,False,,,,,,,silvil rae kaku,silvil rae vuntun,False,branching,head initial,titil vuntun silvil kaku rae moy,silvil rae kaku,srv,srk,0.666666666666667,N,A,tvsk,srv,vrs,srv,vrs,vrs,srv,vrs,srv,svr,vsr,svr,vsr,rvs,rsv,rvs,rsv,rsv,rvs,rsv,rvs,svr,vsr,svr,vsr,rvs,rsv,rvs,rsv,vsr,svr,vsr,svr
2883,5805,5805,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366251,PostNomPrePos,none,blah,1,write,,"[1,[1]]",True,False,,,,,,,kaku rae kaku,vuntun rae vuntun,True,branching,head initial,titil vuntun silvil kaku rae moy,kaku rae kaku,vrv,krk,0.33333333333333304,N,A,tvsk,vrv,vrv,vrv,vrv,vrv,vrv,vrv,vrv,vvr,vvr,vvr,vvr,rvv,rvv,rvv,rvv,rvv,rvv,rvv,rvv,vvr,vvr,vvr,vvr,rvv,rvv,rvv,rvv,vvr,vvr,vvr,vvr
2884,5806,5806,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366261,PostNomPrePos,none,blah,1,write,,"[1,[0]]",True,False,,,,,,,kaku rae tiltil,vuntun rae titil,True,branching,head initial,titil vuntun silvil kaku rae moy,kaku rae titil,vrt,krt,0.666666666666667,N,A,tvsk,vrt,trv,vrt,trv,trv,vrt,trv,vrt,vtr,tvr,vtr,tvr,rtv,rvt,rtv,rvt,rvt,rtv,rvt,rtv,vtr,tvr,vtr,tvr,rtv,rvt,rtv,rvt,tvr,vtr,tvr,vtr
2885,5807,5807,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366271,PostNomPrePos,none,blah,1,write,,"[0,2]",True,False,,,,,,,tiltil moy silvil,titil moy silvil,True,branching,head initial,titil vuntun silvil kaku rae moy,titil moy silvil,tms,tms,1.0,N,A,tvsk,tms,tms,smt,smt,smt,smt,tms,tms,tsm,tsm,stm,stm,mst,mst,mts,mts,mts,mts,mst,mst,tsm,tsm,stm,stm,mst,mst,mts,mts,stm,stm,tsm,tsm
2886,5808,5808,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366278,PostNomPrePos,none,blah,1,write,,"[3,[0]]",True,False,,,,,,,kaku rae tiltil,kaku rae titil,True,branching,head initial,titil vuntun silvil kaku rae moy,kaku rae titil,krt,krt,1.0,N,A,tvsk,krt,trk,krt,trk,trk,krt,trk,krt,ktr,tkr,ktr,tkr,rtk,rkt,rtk,rkt,rkt,rtk,rkt,rtk,ktr,tkr,ktr,tkr,rtk,rkt,rtk,rkt,tkr,ktr,tkr,ktr
2887,5809,5809,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366285,PostNomPrePos,none,blah,1,write,,"[3,2]",True,False,,,,,,,kaku moy silvil,kaku moy silvil,True,branching,head initial,titil vuntun silvil kaku rae moy,kaku moy silvil,kms,kms,1.0,N,A,tvsk,kms,kms,smk,smk,smk,smk,kms,kms,ksm,ksm,skm,skm,msk,msk,mks,mks,mks,mks,msk,msk,ksm,ksm,skm,skm,msk,msk,mks,mks,skm,skm,ksm,ksm
2888,5810,5810,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366292,PostNomPrePos,none,blah,1,write,,"[1,1]",True,False,,,,,,,kaku moy kaku,vuntun moy vuntun,True,branching,head initial,titil vuntun silvil kaku rae moy,kaku moy kaku,vmv,kmk,0.33333333333333304,N,A,tvsk,vmv,vmv,vmv,vmv,vmv,vmv,vmv,vmv,vvm,vvm,vvm,vvm,mvv,mvv,mvv,mvv,mvv,mvv,mvv,mvv,vvm,vvm,vvm,vvm,mvv,mvv,mvv,mvv,vvm,vvm,vvm,vvm
2889,5811,5811,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366298,PostNomPrePos,none,blah,1,write,,"[0,1]",True,False,,,,,,,tiltil moy kaku,titil moy vuntun,True,branching,head initial,titil vuntun silvil kaku rae moy,titil moy kaku,tmv,tmk,0.666666666666667,N,A,tvsk,tmv,tmv,vmt,vmt,vmt,vmt,tmv,tmv,tvm,tvm,vtm,vtm,mvt,mvt,mtv,mtv,mtv,mtv,mvt,mvt,tvm,tvm,vtm,vtm,mvt,mvt,mtv,mtv,vtm,vtm,tvm,tvm
2890,5812,5812,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366313,PostNomPrePos,none,blah,2,write,,"[[1,2],[3]]",True,False,,,,,,,taku moy silvil rae kaku,vuntun moy silvil rae kaku,True,branching,head initial,titil vuntun silvil kaku rae moy,kaku moy silvil rae kaku,vmsrk,kmsrk,0.8,N,A,tvsk,vmsrk,krvms,smvrk,krsmv,krsmv,smvrk,krvms,vmsrk,vskrm,kvsmr,svkrm,ksvmr,mrksv,rmsvk,mrkvs,rmvsk,mrvsk,rmkvs,mrsvk,rmksv,vskmr,kvsrm,svkmr,ksvrm,rmksv,mrsvk,rmkvs,mrvsk,ksvrm,svkmr,kvsrm,vskmr
2891,5813,5813,A73,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3HFNH7HEMILZIBTGGCPF64883APQGM,1581366323,PostNomPrePos,none,blah,2,write,,"[[0,2],[1]]",True,False,,,,,,,tiltil moy silvil rae kaku,titil moy silvil rae vuntun,True,branching,head initial,titil vuntun silvil kaku rae moy,titil moy silvil rae kaku,tmsrv,tmsrk,0.8,N,A,tvsk,tmsrv,vrtms,smtrv,vrsmt,vrsmt,smtrv,vrtms,tmsrv,tsvrm,vtsmr,stvrm,vstmr,mrvst,rmstv,mrvts,rmtsv,mrtsv,rmvts,mrstv,rmvst,tsvmr,vtsrm,stvmr,vstrm,rmvst,mrstv,rmvts,mrtsv,vstrm,stvmr,vtsrm,tsvmr
