,Unnamed: 0,X,workerId,hitId,assignmentId,time,condition,chain,generation,level,trialType,nameTraining,arrayTraining,seenInTraining,inAmbig,choiceArray0,choiceArray1,choiceArray2,choiceArray3,correctChoiceNumber,participantChoiceNumber,participantText,compositionalAnswer,seenInTesting,conditionCE,conditionHeadN,correctLexicon,correctedAnswers,encodingCompositional,encodingCorrected,normedCorrectness,prepHorizGloss,prepVertGloss,consonants,Grammar_HInitial-noCE-Left-Atop,Grammar_HInitial-noCE-Left-Under,Grammar_HInitial-noCE-Right-Atop,Grammar_HInitial-noCE-Right-Under,Grammar_HFinal-noCE-Left-Atop,Grammar_HFinal-noCE-Left-Under,Grammar_HFinal-noCE-Right-Atop,Grammar_HFinal-noCE-Right-Under,Grammar_HInitial-CE-Left-Atop,Grammar_HInitial-CE-Left-Under,Grammar_HInitial-CE-Right-Atop,Grammar_HInitial-CE-Right-Under,Grammar_HFinal-CE-Left-Atop,Grammar_HFinal-CE-Left-Under,Grammar_HFinal-CE-Right-Atop,Grammar_HFinal-CE-Right-Under,Grammar_HInitial-Crossed-PreP-Left-Atop,Grammar_HInitial-Crossed-PreP-Left-Under,Grammar_HInitial-Crossed-PreP-Right-Atop,Grammar_HInitial-Crossed-PreP-Right-Under,Grammar_HInitial-Crossed-PostP-Left-Atop,Grammar_HInitial-Crossed-PostP-Left-Under,Grammar_HInitial-Crossed-PostP-Right-Atop,Grammar_HInitial-Crossed-PostP-Right-Under,Grammar_HFinal-Crossed-PreP-Left-Atop,Grammar_HFinal-Crossed-PreP-Left-Under,Grammar_HFinal-Crossed-PreP-Right-Atop,Grammar_HFinal-Crossed-PreP-Right-Under,Grammar_HFinal-Crossed-PostP-Left-Atop,Grammar_HFinal-Crossed-PostP-Left-Under,Grammar_HFinal-Crossed-PostP-Right-Atop,Grammar_HFinal-Crossed-PostP-Right-Under
1039,2080,2080,A26,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X08E93BHWP4B0LQPQ2VO8ES9VB664,1581370290,CEPre,none,blah,3,write,,"[[0,[0,0]],[1]]",False,False,,,,,,,rae moy moy tantul tantul tantul vincun,moy moy rae vinkin tuntul tuntul tuntul,False,center-embedding,head final,tuntul vinkin sosi kanka rae moy,rae moy moy tuntul tuntul tuntul vinkin,mmrvttt,rmmtttv,0.42857142857142894,N,A,tvsk,tmtmtrv,vrtmtmt,tmtmtrv,vrtmtmt,vrtmtmt,tmtmtrv,vrtmtmt,tmtmtrv,tttvrmm,vtttmmr,tttvrmm,vtttmmr,mmrvttt,rmmtttv,mmrvttt,rmmtttv,mmrtttv,rmmvttt,mmrtttv,rmmvttt,tttvmmr,vtttrmm,tttvmmr,vtttrmm,rmmvttt,mmrtttv,rmmvttt,mmrtttv,vtttrmm,tttvmmr,vtttrmm,tttvmmr
1040,2121,2121,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581369920,PostNomPrePos,none,blah,0,write,,0,True,False,,,,,,,titltil,titil,True,branching,head initial,titil vuntun silvil kaku rae moy,titil,t,t,1.0,N,A,tvsk,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t
1041,2122,2122,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581369929,PostNomPrePos,none,blah,0,write,,1,True,False,,,,,,,vuntun,vuntun,True,branching,head initial,titil vuntun silvil kaku rae moy,vuntun,v,v,1.0,N,A,tvsk,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v
1042,2123,2123,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581369934,PostNomPrePos,none,blah,0,write,,2,True,False,,,,,,,silvil,silvil,True,branching,head initial,titil vuntun silvil kaku rae moy,silvil,s,s,1.0,N,A,tvsk,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
1043,2124,2124,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581369937,PostNomPrePos,none,blah,0,write,,3,True,False,,,,,,,kaku,kaku,True,branching,head initial,titil vuntun silvil kaku rae moy,kaku,k,k,1.0,N,A,tvsk,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k
1044,2125,2125,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581369948,PostNomPrePos,none,blah,1,write,,"[1,[3]]",True,False,,,,,,,vuntun rae kaku,vuntun rae kaku,True,branching,head initial,titil vuntun silvil kaku rae moy,vuntun rae kaku,vrk,vrk,1.0,N,A,tvsk,vrk,krv,vrk,krv,krv,vrk,krv,vrk,vkr,kvr,vkr,kvr,rkv,rvk,rkv,rvk,rvk,rkv,rvk,rkv,vkr,kvr,vkr,kvr,rkv,rvk,rkv,rvk,kvr,vkr,kvr,vkr
1045,2126,2126,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581369964,PostNomPrePos,none,blah,1,write,,"[3,1]",True,False,,,,,,,kaku moy vuntun,kaku moy vuntun,True,branching,head initial,titil vuntun silvil kaku rae moy,kaku moy vuntun,kmv,kmv,1.0,N,A,tvsk,kmv,kmv,vmk,vmk,vmk,vmk,kmv,kmv,kvm,kvm,vkm,vkm,mvk,mvk,mkv,mkv,mkv,mkv,mvk,mvk,kvm,kvm,vkm,vkm,mvk,mvk,mkv,mkv,vkm,vkm,kvm,kvm
1046,2127,2127,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581369977,PostNomPrePos,none,blah,1,write,,"[0,0]",True,False,,,,,,,tiltil moy tiltil,titil moy titil,True,branching,head initial,titil vuntun silvil kaku rae moy,titil moy titil,tmt,tmt,1.0,N,A,tvsk,tmt,tmt,tmt,tmt,tmt,tmt,tmt,tmt,ttm,ttm,ttm,ttm,mtt,mtt,mtt,mtt,mtt,mtt,mtt,mtt,ttm,ttm,ttm,ttm,mtt,mtt,mtt,mtt,ttm,ttm,ttm,ttm
1047,2128,2128,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581369985,PostNomPrePos,none,blah,1,write,,"[3,[2]]",False,False,,,,,,,kaku rae silvil,kaku rae silvil,False,branching,head initial,titil vuntun silvil kaku rae moy,kaku rae silvil,krs,krs,1.0,N,A,tvsk,krs,srk,krs,srk,srk,krs,srk,krs,ksr,skr,ksr,skr,rsk,rks,rsk,rks,rks,rsk,rks,rsk,ksr,skr,ksr,skr,rsk,rks,rsk,rks,skr,ksr,skr,ksr
1048,2129,2129,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581369994,PostNomPrePos,none,blah,1,write,,"[1,[0]]",False,False,,,,,,,vuntun rae tiltil,vuntun rae titil,False,branching,head initial,titil vuntun silvil kaku rae moy,vuntun rae titil,vrt,vrt,1.0,N,A,tvsk,vrt,trv,vrt,trv,trv,vrt,trv,vrt,vtr,tvr,vtr,tvr,rtv,rvt,rtv,rvt,rvt,rtv,rvt,rtv,vtr,tvr,vtr,tvr,rtv,rvt,rtv,rvt,tvr,vtr,tvr,vtr
1049,2130,2130,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370001,PostNomPrePos,none,blah,1,write,,"[2,1]",True,False,,,,,,,silvil moy vuntun,silvil moy vuntun,True,branching,head initial,titil vuntun silvil kaku rae moy,silvil moy vuntun,smv,smv,1.0,N,A,tvsk,smv,smv,vms,vms,vms,vms,smv,smv,svm,svm,vsm,vsm,mvs,mvs,msv,msv,msv,msv,mvs,mvs,svm,svm,vsm,vsm,mvs,mvs,msv,msv,vsm,vsm,svm,svm
1050,2131,2131,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370009,PostNomPrePos,none,blah,1,write,,"[2,2]",True,False,,,,,,,silvil moy silvil,silvil moy silvil,True,branching,head initial,titil vuntun silvil kaku rae moy,silvil moy silvil,sms,sms,1.0,N,A,tvsk,sms,sms,sms,sms,sms,sms,sms,sms,ssm,ssm,ssm,ssm,mss,mss,mss,mss,mss,mss,mss,mss,ssm,ssm,ssm,ssm,mss,mss,mss,mss,ssm,ssm,ssm,ssm
1051,2132,2132,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370015,PostNomPrePos,none,blah,1,write,,"[3,2]",True,False,,,,,,,kaku moy silvil,kaku moy silvil,True,branching,head initial,titil vuntun silvil kaku rae moy,kaku moy silvil,kms,kms,1.0,N,A,tvsk,kms,kms,smk,smk,smk,smk,kms,kms,ksm,ksm,skm,skm,msk,msk,mks,mks,mks,mks,msk,msk,ksm,ksm,skm,skm,msk,msk,mks,mks,skm,skm,ksm,ksm
1052,2133,2133,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370024,PostNomPrePos,none,blah,1,write,,"[1,2]",True,False,,,,,,,vuntun moy silvil,vuntun moy silvil,True,branching,head initial,titil vuntun silvil kaku rae moy,vuntun moy silvil,vms,vms,1.0,N,A,tvsk,vms,vms,smv,smv,smv,smv,vms,vms,vsm,vsm,svm,svm,msv,msv,mvs,mvs,mvs,mvs,msv,msv,vsm,vsm,svm,svm,msv,msv,mvs,mvs,svm,svm,vsm,vsm
1053,2134,2134,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370032,PostNomPrePos,none,blah,1,write,,"[0,[0]]",False,False,,,,,,,tiltil rae tiltil,titil rae titil,False,branching,head initial,titil vuntun silvil kaku rae moy,titil rae titil,trt,trt,1.0,N,A,tvsk,trt,trt,trt,trt,trt,trt,trt,trt,ttr,ttr,ttr,ttr,rtt,rtt,rtt,rtt,rtt,rtt,rtt,rtt,ttr,ttr,ttr,ttr,rtt,rtt,rtt,rtt,ttr,ttr,ttr,ttr
1054,2135,2135,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370039,PostNomPrePos,none,blah,1,write,,"[3,[3]]",True,False,,,,,,,kaku rae kaku,kaku rae kaku,True,branching,head initial,titil vuntun silvil kaku rae moy,kaku rae kaku,krk,krk,1.0,N,A,tvsk,krk,krk,krk,krk,krk,krk,krk,krk,kkr,kkr,kkr,kkr,rkk,rkk,rkk,rkk,rkk,rkk,rkk,rkk,kkr,kkr,kkr,kkr,rkk,rkk,rkk,rkk,kkr,kkr,kkr,kkr
1055,2136,2136,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370049,PostNomPrePos,none,blah,1,write,,"[0,2]",False,False,,,,,,,tiltil moy silvil,titil moy silvil,False,branching,head initial,titil vuntun silvil kaku rae moy,titil moy silvil,tms,tms,1.0,N,A,tvsk,tms,tms,smt,smt,smt,smt,tms,tms,tsm,tsm,stm,stm,mst,mst,mts,mts,mts,mts,mst,mst,tsm,tsm,stm,stm,mst,mst,mts,mts,stm,stm,tsm,tsm
1056,2137,2137,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370064,PostNomPrePos,none,blah,2,write,,"[[0,[3]],0]",True,False,,,,,,,tiltil rae kaku moy tiltil,titil rae kaku moy titil,True,branching,head initial,titil vuntun silvil kaku rae moy,titil rae kaku moy titil,trkmt,trkmt,1.0,N,A,tvsk,trkmt,krtmt,tmtrk,tmkrt,tmkrt,tmtrk,krtmt,trkmt,tktmr,kttmr,ttkrm,tktrm,rmtkt,rmttk,mrktt,mrtkt,rmtkt,rmktt,mrttk,mrtkt,tktrm,kttrm,ttkmr,tktmr,mrtkt,mrttk,rmktt,rmtkt,tktmr,ttkmr,kttrm,tktrm
1057,2138,2138,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370074,PostNomPrePos,none,blah,2,write,,"[[2,[3]],[3]]",False,False,,,,,,,silvil rae kakue rae kaku,silvil rae kaku rae kaku,False,branching,head initial,titil vuntun silvil kaku rae moy,silvil rae kaku rae kaku,srkrk,srkrk,1.0,N,A,tvsk,srkrk,krkrs,srkrk,krkrs,krkrs,srkrk,krkrs,srkrk,skkrr,kksrr,skkrr,kksrr,rrkks,rrskk,rrkks,rrskk,rrskk,rrkks,rrskk,rrkks,skkrr,kksrr,skkrr,kksrr,rrkks,rrskk,rrkks,rrskk,kksrr,skkrr,kksrr,skkrr
1058,2139,2139,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370085,PostNomPrePos,none,blah,2,write,,"[[3,0],0]",False,False,,,,,,,kaku moy tiltil moy tiltil,kaku moy titil moy titil,False,branching,head initial,titil vuntun silvil kaku rae moy,kaku moy titil moy titil,kmtmt,kmtmt,1.0,N,A,tvsk,kmtmt,kmtmt,tmtmk,tmtmk,tmtmk,tmtmk,kmtmt,kmtmt,kttmm,kttmm,ttkmm,ttkmm,mmttk,mmttk,mmktt,mmktt,mmktt,mmktt,mmttk,mmttk,kttmm,kttmm,ttkmm,ttkmm,mmttk,mmttk,mmktt,mmktt,ttkmm,ttkmm,kttmm,kttmm
1059,2140,2140,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370096,PostNomPrePos,none,blah,2,write,,"[3,[[0,[3]]]]",True,False,,,,,,,kaku rae tiltil rae kaku,kaku rae titil rae kaku,True,branching,head initial,titil vuntun silvil kaku rae moy,kaku rae titil rae kaku,krtrk,krtrk,1.0,N,A,tvsk,krtrk,krtrk,krtrk,krtrk,krtrk,krtrk,krtrk,krtrk,ktkrr,ktkrr,ktkrr,ktkrr,rrktk,rrktk,rrktk,rrktk,rrktk,rrktk,rrktk,rrktk,ktkrr,ktkrr,ktkrr,ktkrr,rrktk,rrktk,rrktk,rrktk,ktkrr,ktkrr,ktkrr,ktkrr
1060,2141,2141,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370112,PostNomPrePos,none,blah,2,write,,"[[1,2],[3]]",False,True,,,,,,,vuntun moy silvil rae kaku,vuntun moy silvil rae kaku,False,branching,head initial,titil vuntun silvil kaku rae moy,vuntun moy silvil rae kaku,vmsrk,vmsrk,1.0,N,A,tvsk,vmsrk,krvms,smvrk,krsmv,krsmv,smvrk,krvms,vmsrk,vskrm,kvsmr,svkrm,ksvmr,mrksv,rmsvk,mrkvs,rmvsk,mrvsk,rmkvs,mrsvk,rmksv,vskmr,kvsrm,svkmr,ksvrm,rmksv,mrsvk,rmkvs,mrvsk,ksvrm,svkmr,kvsrm,vskmr
1061,2142,2142,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370122,PostNomPrePos,none,blah,2,write,,"[2,[[3,[2]]]]",True,False,,,,,,,silvil rae kaku rae silvil,silvil rae kaku rae silvil,True,branching,head initial,titil vuntun silvil kaku rae moy,silvil rae kaku rae silvil,srkrs,srkrs,1.0,N,A,tvsk,srkrs,srkrs,srkrs,srkrs,srkrs,srkrs,srkrs,srkrs,sksrr,sksrr,sksrr,sksrr,rrsks,rrsks,rrsks,rrsks,rrsks,rrsks,rrsks,rrsks,sksrr,sksrr,sksrr,sksrr,rrsks,rrsks,rrsks,rrsks,sksrr,sksrr,sksrr,sksrr
1062,2143,2143,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370134,PostNomPrePos,none,blah,2,write,,"[[3,3],[0]]",True,False,,,,,,,kaku moy kaku rae tiltil,kaku moy kaku rae titil,True,branching,head initial,titil vuntun silvil kaku rae moy,kaku moy kaku rae titil,kmkrt,kmkrt,1.0,N,A,tvsk,kmkrt,trkmk,kmkrt,trkmk,trkmk,kmkrt,trkmk,kmkrt,kktrm,tkkmr,kktrm,tkkmr,mrtkk,rmkkt,mrtkk,rmkkt,mrkkt,rmtkk,mrkkt,rmtkk,kktmr,tkkrm,kktmr,tkkrm,rmtkk,mrkkt,rmtkk,mrkkt,tkkrm,kktmr,tkkrm,kktmr
1063,2144,2144,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370146,PostNomPrePos,none,blah,2,write,,"[0,[0,[2]]]",True,False,,,,,,,tiltil moy tiltil rae silvil,titil moy titil rae silvil,True,branching,head initial,titil vuntun silvil kaku rae moy,titil moy titil rae silvil,tmtrs,tmtrs,1.0,N,A,tvsk,tmtrs,tmsrt,trsmt,srtmt,srtmt,trsmt,tmsrt,tmtrs,ttsrm,tstrm,tstmr,sttmr,mrstt,mrtst,rmtst,rmtts,mrtts,mrtst,rmtst,rmstt,ttsmr,tstmr,tstrm,sttrm,rmstt,rmtst,mrtst,mrtts,sttrm,tstrm,tstmr,ttsmr
1064,2145,2145,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370158,PostNomPrePos,none,blah,2,write,,"[1,[2,[3]]]",False,True,,,,,,,vuntun moy silvil rae kaku,vuntun moy silvil rae kaku,False,branching,head initial,titil vuntun silvil kaku rae moy,vuntun moy silvil rae kaku,vmsrk,vmsrk,1.0,N,A,tvsk,vmsrk,vmkrs,srkmv,krsmv,krsmv,srkmv,vmkrs,vmsrk,vskrm,vksrm,skvmr,ksvmr,mrksv,mrskv,rmvks,rmvsk,mrvsk,mrvks,rmskv,rmksv,vskmr,vksmr,skvrm,ksvrm,rmksv,rmskv,mrvks,mrvsk,ksvrm,skvrm,vksmr,vskmr
1065,2146,2146,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370173,PostNomPrePos,none,blah,2,write,,"[[1,[1]],1]",True,False,,,,,,,vuntun rae vuntun moy vuntun,vuntun rae vuntun moy vuntun,True,branching,head initial,titil vuntun silvil kaku rae moy,vuntun rae vuntun moy vuntun,vrvmv,vrvmv,1.0,N,A,tvsk,vrvmv,vrvmv,vmvrv,vmvrv,vmvrv,vmvrv,vrvmv,vrvmv,vvvmr,vvvmr,vvvrm,vvvrm,rmvvv,rmvvv,mrvvv,mrvvv,rmvvv,rmvvv,mrvvv,mrvvv,vvvrm,vvvrm,vvvmr,vvvmr,mrvvv,mrvvv,rmvvv,rmvvv,vvvmr,vvvmr,vvvrm,vvvrm
1066,2147,2147,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370184,PostNomPrePos,none,blah,2,write,,"[[3,[3]],3]",True,False,,,,,,,kaku rae kaku moy kaku,kaku rae kaku moy kaku,True,branching,head initial,titil vuntun silvil kaku rae moy,kaku rae kaku moy kaku,krkmk,krkmk,1.0,N,A,tvsk,krkmk,krkmk,kmkrk,kmkrk,kmkrk,kmkrk,krkmk,krkmk,kkkmr,kkkmr,kkkrm,kkkrm,rmkkk,rmkkk,mrkkk,mrkkk,rmkkk,rmkkk,mrkkk,mrkkk,kkkrm,kkkrm,kkkmr,kkkmr,mrkkk,mrkkk,rmkkk,rmkkk,kkkmr,kkkmr,kkkrm,kkkrm
1067,2148,2148,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370200,PostNomPrePos,none,blah,2,write,,"[[2,3],[0]]",True,False,,,,,,,silvil moy kaku rae tiltil,silvil moy kaku rae titil,True,branching,head initial,titil vuntun silvil kaku rae moy,silvil moy kaku rae titil,smkrt,smkrt,1.0,N,A,tvsk,smkrt,trsmk,kmsrt,trkms,trkms,kmsrt,trsmk,smkrt,sktrm,tskmr,kstrm,tksmr,mrtks,rmkst,mrtsk,rmskt,mrskt,rmtsk,mrkst,rmtks,sktmr,tskrm,kstmr,tksrm,rmtks,mrkst,rmtsk,mrskt,tksrm,kstmr,tskrm,sktmr
1068,2149,2149,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370236,PostNomPrePos,none,blah,3,write,,"[[0,[0,[2]]],[0]]",False,False,,,,,,,tiltil rae tiltil rae tiltil rae silvil,titil moy titil rae silvil rae titil,False,branching,head initial,titil vuntun silvil kaku rae moy,titil rae titil rae titil rae silvil,tmtrsrt,trtrtrs,0.5714285714285711,N,A,tvsk,tmtrsrt,trtmsrt,trsmtrt,trsrtmt,trsrtmt,trsmtrt,trtmsrt,tmtrsrt,ttstrrm,ttstrmr,tsttrmr,tsttmrr,mrrtstt,rmrtstt,rmrttst,rrmttst,mrrttst,rmrttst,rmrtstt,rrmtstt,ttstmrr,ttstrmr,tsttrmr,tsttrrm,rrmtstt,rmrtstt,rmrttst,mrrttst,tsttrrm,tsttrmr,ttstrmr,ttstmrr
1069,2150,2150,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370256,PostNomPrePos,none,blah,3,write,,"[1,[[0,0],0]]",False,False,,,,,,,vuntun moy tiltil moy tiltil moy tiltil,vuntun moy titil moy titil moy titil,False,branching,head initial,titil vuntun silvil kaku rae moy,vuntun moy titil moy titil moy titil,vmtmtmt,vmtmtmt,1.0,N,A,tvsk,vmtmtmt,vmtmtmt,tmtmtmv,tmtmtmv,tmtmtmv,tmtmtmv,vmtmtmt,vmtmtmt,vtttmmm,vtttmmm,tttvmmm,tttvmmm,mmmtttv,mmmtttv,mmmvttt,mmmvttt,mmmvttt,mmmvttt,mmmtttv,mmmtttv,vtttmmm,vtttmmm,tttvmmm,tttvmmm,mmmtttv,mmmtttv,mmmvttt,mmmvttt,tttvmmm,tttvmmm,vtttmmm,vtttmmm
1070,2151,2151,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370272,PostNomPrePos,none,blah,3,write,,"[3,[0,[[3,[3]]]]]",False,False,,,,,,,kaku moy tiltil rae kaku rae kaku,kaku moy titil rae kaku rae kaku,False,branching,head initial,titil vuntun silvil kaku rae moy,kaku moy titil rae kaku rae kaku,kmtrkrk,kmtrkrk,1.0,N,A,tvsk,kmtrkrk,kmkrkrt,trkrkmk,krkrtmk,krkrtmk,trkrkmk,kmkrkrt,kmtrkrk,ktkkrrm,kkktrrm,tkkkmrr,kktkmrr,mrrkktk,mrrtkkk,rrmkkkt,rrmktkk,mrrktkk,mrrkkkt,rrmtkkk,rrmkktk,ktkkmrr,kkktmrr,tkkkrrm,kktkrrm,rrmkktk,rrmtkkk,mrrkkkt,mrrktkk,kktkrrm,tkkkrrm,kkktmrr,ktkkmrr
1071,2152,2152,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370288,PostNomPrePos,none,blah,3,write,,"[[2,[2,1]],[2]]",False,False,,,,,,,silvil moy silvil moy vuntun rae silvil,silvil moy silvil moy vuntun rae silvil,False,branching,head initial,titil vuntun silvil kaku rae moy,silvil moy silvil moy vuntun rae silvil,smsmvrs,smsmvrs,1.0,N,A,tvsk,smsmvrs,srsmsmv,vmsmsrs,srvmsms,srvmsms,vmsmsrs,srsmsmv,smsmvrs,ssvsrmm,sssvmmr,vsssrmm,svssmmr,mmrsvss,rmmvsss,mmrsssv,rmmssvs,mmrssvs,rmmsssv,mmrvsss,rmmsvss,ssvsmmr,sssvrmm,vsssmmr,svssrmm,rmmsvss,mmrvsss,rmmsssv,mmrssvs,svssrmm,vsssmmr,sssvrmm,ssvsmmr
1072,2153,2153,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370304,PostNomPrePos,none,blah,3,write,,"[[[0,[1]],2],3]",False,False,,,,,,,tiltil rae vuntun moy silvil moy kaku,titil rae vuntun moy silvil moy kaku,False,branching,head initial,titil vuntun silvil kaku rae moy,titil rae vuntun moy silvil moy kaku,trvmsmk,trvmsmk,1.0,N,A,tvsk,trvmsmk,vrtmsmk,kmsmtrv,kmsmvrt,kmsmvrt,kmsmtrv,vrtmsmk,trvmsmk,tvskmmr,vtskmmr,kstvrmm,ksvtrmm,rmmksvt,rmmkstv,mmrvtsk,mmrtvsk,rmmtvsk,rmmvtsk,mmrkstv,mmrksvt,tvskrmm,vtskrmm,kstvmmr,ksvtmmr,mmrksvt,mmrkstv,rmmvtsk,rmmtvsk,ksvtmmr,kstvmmr,vtskrmm,tvskrmm
1073,2154,2154,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370323,PostNomPrePos,none,blah,3,write,,"[[[2,[1]],3],[0]]",False,False,,,,,,,silvil rae vuntun moy kaku rae tiltil,silvil rae vuntun moy kaku rae titil,False,branching,head initial,titil vuntun silvil kaku rae moy,silvil rae vuntun moy kaku rae titil,srvmkrt,srvmkrt,1.0,N,A,tvsk,srvmkrt,trvrsmk,kmsrvrt,trkmvrs,trkmvrs,kmsrvrt,trvrsmk,srvmkrt,svktrmr,tvskmrr,ksvtrrm,tkvsrmr,rmrtkvs,rrmksvt,mrrtvsk,rmrsvkt,rmrsvkt,rrmtvsk,mrrksvt,rmrtkvs,svktrmr,tvskrrm,ksvtmrr,tkvsrmr,rmrtkvs,mrrksvt,rrmtvsk,rmrsvkt,tkvsrmr,ksvtmrr,tvskrrm,svktrmr
1074,2155,2155,A27,3KWGG5KP6J9TT0HQWVHDBK71ANWCMK,3X4JMASXCNGF31G6JS3MQNQTAT0B0T,1581370346,PostNomPrePos,none,blah,3,write,,"[2,[[3,[2]],3]]",False,False,,,,,,,silvil moy kakue rae silvil moy kaku,silvil moy kaku rae silvil moy kaku,False,branching,head initial,titil vuntun silvil kaku rae moy,silvil moy kaku rae silvil moy kaku,smkrsmk,smkrsmk,1.0,N,A,tvsk,smkrsmk,smsrkmk,kmkrsms,kmsrkms,kmsrkms,kmkrsms,smsrkmk,smkrsmk,skskmrm,sskkmrm,kkssmrm,ksksmrm,mrmksks,mrmkkss,mrmsskk,mrmsksk,mrmsksk,mrmsskk,mrmkkss,mrmksks,skskmrm,sskkmrm,kkssmrm,ksksmrm,mrmksks,mrmkkss,mrmsskk,mrmsksk,ksksmrm,kkssmrm,sskkmrm,skskmrm
